$\lambda$ $(nm)$,$T$
300.0,-0.026
305.0,-0.019
310.0,0.003
315.0,0.031
320.0,0.057
325.0,0.083
330.0,0.143
335.0,0.2
340.0,0.27
345.0,0.345
350.0,0.427
355.0,0.533
360.0,0.63
365.0,0.751
370.0,0.883
375.0,1.021
380.0,1.186
385.0,1.403
390.0,1.666
395.0,2.065
400.0,2.583
405.0,3.539
410.0,4.832
415.0,6.833
420.0,10.018
425.0,14.886
430.0,20.989
435.0,28.83
440.0,38.757
445.0,48.273
450.0,55.508
455.0,58.707
460.0,58.202
465.0,57.729
470.0,56.768
475.0,56.778
480.0,58.195
485.0,60.725
490.0,64.426
495.0,68.981
500.0,74.077
505.0,78.841
510.0,83.002
515.0,86.309
520.0,87.579
525.0,87.3
530.0,85.526
535.0,83.292
540.0,79.838
545.0,76.492
550.0,73.443
555.0,70.591
560.0,68.462
565.0,66.658
570.0,65.411
575.0,64.456
580.0,63.866
585.0,64.432
590.0,64.85
595.0,65.787
600.0,66.998
605.0,68.651
610.0,70.129
615.0,72.435
620.0,74.438
625.0,77.007
630.0,79.202
635.0,81.396
640.0,83.371
645.0,85.5
650.0,86.969
655.0,88.063
660.0,88.922
665.0,89.103
670.0,89.025
675.0,88.186
680.0,88.221
685.0,86.846
690.0,85.853
695.0,84.247
700.0,82.547
705.0,81.681
710.0,79.673
715.0,77.71
720.0,76.121
725.0,75.039
730.0,73.45
735.0,72.347
740.0,70.888
745.0,69.437
750.0,68.945
755.0,68.451
760.0,67.011
765.0,66.59
770.0,66.576
775.0,65.914
780.0,65.914
785.0,65.262
790.0,65.23
795.0,65.216
800.0,65.459
805.0,65.933
810.0,66.333
815.0,66.294
820.0,66.715
825.0,67.688
830.0,68.094
835.0,68.912
840.0,69.318
845.0,69.932
850.0,70.976
