$\lambda$ $(nm)$,$T$
300.0,-0.024
305.0,-0.03
310.0,-0.034
315.0,-0.019
320.0,-0.03
325.0,-0.017
330.0,-0.013
335.0,0.008
340.0,0.017
345.0,0.024
350.0,0.053
355.0,0.07
360.0,0.107
365.0,0.133
370.0,0.174
375.0,0.204
380.0,0.237
385.0,0.305
390.0,0.346
395.0,0.418
400.0,0.486
405.0,0.562
410.0,0.661
415.0,0.753
420.0,0.876
425.0,1.038
430.0,1.239
435.0,1.487
440.0,1.869
445.0,2.508
450.0,3.537
455.0,5.136
460.0,7.558
465.0,11.214
470.0,15.85
475.0,22.284
480.0,30.511
485.0,39.164
490.0,48.133
495.0,55.269
500.0,59.808
505.0,60.854
510.0,60.397
515.0,59.438
520.0,58.562
525.0,58.839
530.0,60.035
535.0,62.324
540.0,65.258
545.0,69.09
550.0,73.437
555.0,77.694
560.0,81.642
565.0,85.093
570.0,87.605
575.0,88.517
580.0,87.816
585.0,87.33
590.0,85.205
595.0,82.41
600.0,79.667
605.0,76.966
610.0,74.252
615.0,71.728
620.0,69.257
625.0,67.925
630.0,66.803
635.0,65.681
640.0,65.278
645.0,65.279
650.0,65.548
655.0,66.253
660.0,66.889
665.0,67.981
670.0,69.573
675.0,70.715
680.0,72.954
685.0,74.567
690.0,77.188
695.0,78.665
700.0,80.638
705.0,82.612
710.0,84.277
715.0,85.409
720.0,86.887
725.0,88.156
730.0,88.797
735.0,89.468
740.0,89.254
745.0,88.76
750.0,88.704
755.0,87.847
760.0,86.829
765.0,85.474
770.0,84.425
775.0,82.904
780.0,81.661
785.0,79.641
790.0,78.143
795.0,77.203
800.0,75.381
805.0,74.588
810.0,73.229
815.0,71.124
820.0,70.25
825.0,69.874
830.0,68.59
835.0,68.331
840.0,67.448
845.0,67.43
850.0,66.262
