$\lambda$ $(nm)$,$T$
300.0,-0.022
305.0,-0.001
310.0,0.049
315.0,0.082
320.0,0.164
325.0,0.214
330.0,0.326
335.0,0.438
340.0,0.547
345.0,0.66
350.0,0.811
355.0,0.966
360.0,1.084
365.0,1.3
370.0,1.481
375.0,1.704
380.0,2.008
385.0,2.371
390.0,2.852
395.0,3.612
400.0,4.738
405.0,6.58
410.0,9.206
415.0,13.305
420.0,19.254
425.0,26.913
430.0,33.782
435.0,38.987
440.0,43.137
445.0,46.497
450.0,50.346
455.0,54.996
460.0,60.684
465.0,67.882
470.0,74.819
475.0,81.339
480.0,85.66
485.0,87.66
490.0,87.293
495.0,85.271
500.0,81.753
505.0,77.796
510.0,74.172
515.0,70.861
520.0,68.329
525.0,66.372
530.0,65.154
535.0,64.661
540.0,64.627
545.0,65.402
550.0,66.437
555.0,67.94
560.0,69.361
565.0,71.831
570.0,74.505
575.0,77.346
580.0,79.599
585.0,82.345
590.0,84.669
595.0,86.774
600.0,88.425
605.0,89.778
610.0,90.398
615.0,90.785
620.0,90.272
625.0,89.678
630.0,88.653
635.0,87.261
640.0,85.378
645.0,83.771
650.0,81.857
655.0,79.964
660.0,77.843
665.0,76.055
670.0,74.293
675.0,72.836
680.0,71.906
685.0,70.504
690.0,69.848
695.0,68.637
700.0,67.667
705.0,67.395
710.0,66.903
715.0,66.407
720.0,66.184
725.0,66.674
730.0,66.481
735.0,66.421
740.0,66.974
745.0,66.655
750.0,67.748
755.0,68.202
760.0,68.863
765.0,69.453
770.0,70.229
775.0,70.942
780.0,72.189
785.0,72.887
790.0,73.327
795.0,75.321
800.0,75.816
805.0,77.5
810.0,78.041
815.0,78.623
820.0,79.561
825.0,80.769
830.0,81.573
835.0,83.482
840.0,83.454
845.0,85.868
850.0,84.837
