$\lambda$ $(nm)$,$T$
300.0,-0.028
305.0,-0.026
310.0,-0.023
315.0,-0.005
320.0,0.002
325.0,0.039
330.0,0.073
335.0,0.105
340.0,0.117
345.0,0.193
350.0,0.248
355.0,0.305
360.0,0.372
365.0,0.479
370.0,0.643
375.0,0.833
380.0,1.246
385.0,1.904
390.0,3.15
395.0,5.412
400.0,9.414
405.0,16.067
410.0,24.803
415.0,34.099
420.0,41.024
425.0,44.89
430.0,48.139
435.0,53.226
440.0,61.43
445.0,71.73
450.0,80.556
455.0,84.173
460.0,81.996
465.0,76.851
470.0,71.088
475.0,66.449
480.0,63.777
485.0,63.234
490.0,64.275
495.0,67.332
500.0,71.583
505.0,76.682
510.0,82.001
515.0,86.25
520.0,89.382
525.0,89.964
530.0,88.514
535.0,85.351
540.0,81.354
545.0,77.293
550.0,73.42
555.0,70.566
560.0,68.024
565.0,66.402
570.0,65.704
575.0,65.693
580.0,66.0
585.0,67.683
590.0,69.444
595.0,72.015
600.0,74.714
605.0,77.496
610.0,80.292
615.0,83.508
620.0,86.152
625.0,88.1
630.0,89.997
635.0,90.166
640.0,90.076
645.0,89.223
650.0,87.802
655.0,85.539
660.0,83.103
665.0,80.908
670.0,78.917
675.0,75.926
680.0,74.292
685.0,72.119
690.0,71.08
695.0,69.17
700.0,67.814
705.0,67.383
710.0,66.846
715.0,66.318
720.0,65.829
725.0,66.59
730.0,66.649
735.0,67.551
740.0,68.339
745.0,68.622
750.0,69.999
755.0,71.363
760.0,72.627
765.0,74.343
770.0,76.013
775.0,77.151
780.0,78.87
785.0,80.54
790.0,81.76
795.0,83.327
800.0,84.221
805.0,85.914
810.0,87.532
815.0,87.45
820.0,88.285
825.0,88.788
830.0,88.606
835.0,88.842
840.0,88.422
845.0,88.777
850.0,87.548
