$\lambda$ $(nm)$,$T$
300.0,-0.006
305.0,0.024
310.0,0.054
315.0,0.116
320.0,0.209
325.0,0.287
330.0,0.374
335.0,0.492
340.0,0.66
345.0,0.745
350.0,0.927
355.0,1.106
360.0,1.303
365.0,1.521
370.0,1.868
375.0,2.216
380.0,2.805
385.0,3.662
390.0,5.062
395.0,7.307
400.0,10.587
405.0,15.704
410.0,22.035
415.0,30.658
420.0,41.73
425.0,53.89
430.0,62.187
435.0,65.401
440.0,64.897
445.0,62.605
450.0,60.528
455.0,59.683
460.0,60.198
465.0,62.803
470.0,66.125
475.0,70.803
480.0,75.995
485.0,80.847
490.0,85.094
495.0,88.434
500.0,89.875
505.0,89.38
510.0,87.474
515.0,84.489
520.0,81.133
525.0,77.776
530.0,74.342
535.0,71.822
540.0,69.143
545.0,67.47
550.0,66.211
555.0,65.837
560.0,65.442
565.0,65.717
570.0,66.535
575.0,67.773
580.0,68.709
585.0,70.842
590.0,72.959
595.0,75.05
600.0,77.456
605.0,79.689
610.0,81.99
615.0,84.14
620.0,86.168
625.0,87.649
630.0,89.131
635.0,89.88
640.0,90.48
645.0,90.486
650.0,90.0
655.0,89.071
660.0,87.897
665.0,86.185
670.0,84.601
675.0,82.98
680.0,81.894
685.0,79.689
690.0,78.483
695.0,76.536
700.0,74.589
705.0,73.75
710.0,72.343
715.0,71.071
720.0,69.899
725.0,69.721
730.0,68.261
735.0,68.114
740.0,67.427
745.0,66.731
750.0,66.776
755.0,66.332
760.0,66.205
765.0,66.365
770.0,66.517
775.0,66.753
780.0,67.199
785.0,67.312
790.0,67.665
795.0,68.344
800.0,68.723
805.0,69.965
810.0,70.779
815.0,70.958
820.0,72.05
825.0,73.447
830.0,73.553
835.0,75.011
840.0,75.641
845.0,76.876
850.0,78.216
