$\lambda$ $(nm)$,$T$
300.0,-0.029
305.0,-0.032
310.0,-0.031
315.0,-0.019
320.0,-0.036
325.0,-0.034
330.0,-0.03
335.0,-0.032
340.0,-0.024
345.0,-0.024
350.0,-0.016
355.0,-0.015
360.0,-0.007
365.0,-0.001
370.0,-0.002
375.0,0.015
380.0,0.021
385.0,0.026
390.0,0.045
395.0,0.075
400.0,0.084
405.0,0.111
410.0,0.137
415.0,0.16
420.0,0.21
425.0,0.259
430.0,0.346
435.0,0.459
440.0,0.636
445.0,0.953
450.0,1.561
455.0,2.622
460.0,4.458
465.0,7.53
470.0,11.916
475.0,18.23
480.0,25.096
485.0,31.105
490.0,36.464
495.0,41.444
500.0,47.38
505.0,54.896
510.0,63.348
515.0,71.62
520.0,76.765
525.0,78.188
530.0,76.822
535.0,73.157
540.0,68.786
545.0,65.612
550.0,63.432
555.0,63.034
560.0,64.111
565.0,66.422
570.0,69.995
575.0,74.049
580.0,78.198
585.0,82.725
590.0,86.279
595.0,88.593
600.0,89.315
605.0,88.561
610.0,86.298
615.0,83.411
620.0,79.388
625.0,76.303
630.0,73.35
635.0,70.554
640.0,68.244
645.0,66.885
650.0,65.644
655.0,65.512
660.0,65.652
665.0,66.209
670.0,67.272
675.0,68.868
680.0,71.23
685.0,73.264
690.0,76.17
695.0,78.619
700.0,80.764
705.0,83.734
710.0,85.493
715.0,86.979
720.0,88.302
725.0,89.437
730.0,89.259
735.0,89.133
740.0,88.172
745.0,86.241
750.0,84.782
755.0,83.227
760.0,80.41
765.0,78.985
770.0,76.584
775.0,74.873
780.0,72.918
785.0,71.309
790.0,69.626
795.0,68.673
800.0,67.366
805.0,66.717
810.0,66.519
815.0,65.209
820.0,65.507
825.0,65.53
830.0,65.119
835.0,65.771
840.0,65.961
845.0,66.681
850.0,67.001
