$\lambda$ $(nm)$,$T$
300.0,-0.022
305.0,-0.036
310.0,-0.026
315.0,-0.031
320.0,-0.029
325.0,-0.031
330.0,-0.027
335.0,-0.027
340.0,-0.025
345.0,-0.019
350.0,-0.017
355.0,-0.008
360.0,-0.005
365.0,0.004
370.0,0.018
375.0,0.04
380.0,0.056
385.0,0.064
390.0,0.092
395.0,0.111
400.0,0.14
405.0,0.179
410.0,0.224
415.0,0.275
420.0,0.344
425.0,0.457
430.0,0.593
435.0,0.843
440.0,1.223
445.0,1.915
450.0,3.194
455.0,5.254
460.0,8.259
465.0,13.237
470.0,18.424
475.0,24.532
480.0,31.044
485.0,38.066
490.0,46.495
495.0,55.944
500.0,64.767
505.0,70.223
510.0,71.839
515.0,70.423
520.0,67.106
525.0,64.396
530.0,62.231
535.0,62.019
540.0,62.833
545.0,65.7
550.0,69.447
555.0,73.988
560.0,78.906
565.0,83.487
570.0,86.802
575.0,88.427
580.0,88.103
585.0,87.405
590.0,84.449
595.0,80.622
600.0,77.186
605.0,73.878
610.0,70.782
615.0,68.463
620.0,66.478
625.0,65.638
630.0,65.418
635.0,65.618
640.0,66.465
645.0,67.801
650.0,69.659
655.0,72.128
660.0,74.784
665.0,76.774
670.0,79.282
675.0,81.898
680.0,84.742
685.0,86.587
690.0,88.307
695.0,88.941
700.0,89.111
705.0,89.03
710.0,88.078
715.0,86.34
720.0,84.663
725.0,83.053
730.0,80.892
735.0,79.002
740.0,76.548
745.0,73.95
750.0,72.598
755.0,70.852
760.0,69.532
765.0,68.553
770.0,67.114
775.0,66.526
780.0,66.017
785.0,65.35
790.0,64.969
795.0,65.456
800.0,65.307
805.0,66.328
810.0,67.318
815.0,67.198
820.0,68.241
825.0,69.34
830.0,70.594
835.0,72.565
840.0,73.996
845.0,75.43
850.0,75.465
