$\lambda$ $(nm)$,$T$
300.0,-0.035
305.0,-0.038
310.0,-0.025
315.0,-0.029
320.0,-0.029
325.0,-0.034
330.0,-0.021
335.0,-0.026
340.0,-0.024
345.0,-0.019
350.0,-0.015
355.0,-0.013
360.0,-0.005
365.0,0.018
370.0,0.022
375.0,0.038
380.0,0.055
385.0,0.073
390.0,0.099
395.0,0.125
400.0,0.152
405.0,0.203
410.0,0.234
415.0,0.289
420.0,0.382
425.0,0.487
430.0,0.634
435.0,0.888
440.0,1.329
445.0,2.086
450.0,3.426
455.0,5.509
460.0,9.231
465.0,14.12
470.0,19.466
475.0,25.703
480.0,32.592
485.0,40.279
490.0,49.551
495.0,59.19
500.0,67.016
505.0,71.083
510.0,70.717
515.0,68.32
520.0,64.856
525.0,62.467
530.0,61.355
535.0,62.177
540.0,64.094
545.0,67.712
550.0,72.275
555.0,77.262
560.0,81.639
565.0,86.089
570.0,88.674
575.0,89.022
580.0,87.419
585.0,85.974
590.0,82.201
595.0,78.222
600.0,74.77
605.0,71.688
610.0,68.946
615.0,67.305
620.0,65.605
625.0,65.205
630.0,65.724
635.0,66.162
640.0,67.649
645.0,69.415
650.0,71.632
655.0,74.428
660.0,77.08
665.0,79.425
670.0,81.919
675.0,84.499
680.0,86.78
685.0,88.072
690.0,89.797
695.0,89.551
700.0,88.927
705.0,88.385
710.0,87.028
715.0,85.03
720.0,83.101
725.0,81.496
730.0,79.135
735.0,76.83
740.0,74.452
745.0,72.348
750.0,70.911
755.0,69.96
760.0,68.084
765.0,67.446
770.0,66.676
775.0,66.234
780.0,65.961
785.0,65.178
790.0,65.625
795.0,66.198
800.0,66.039
805.0,66.911
810.0,68.176
815.0,68.694
820.0,69.308
825.0,71.002
830.0,72.33
835.0,73.585
840.0,74.66
845.0,76.495
850.0,77.128
