$\lambda$ $(nm)$,$T$
300.0,-0.032
305.0,-0.03
310.0,-0.039
315.0,-0.033
320.0,-0.033
325.0,-0.033
330.0,-0.035
335.0,-0.031
340.0,-0.039
345.0,-0.039
350.0,-0.024
355.0,-0.023
360.0,-0.024
365.0,-0.018
370.0,-0.012
375.0,-0.012
380.0,0.0
385.0,0.01
390.0,0.008
395.0,0.027
400.0,0.033
405.0,0.054
410.0,0.075
415.0,0.093
420.0,0.117
425.0,0.153
430.0,0.193
435.0,0.239
440.0,0.305
445.0,0.432
450.0,0.633
455.0,1.032
460.0,1.718
465.0,2.977
470.0,5.004
475.0,8.527
480.0,14.018
485.0,21.1
490.0,29.289
495.0,36.668
500.0,41.85
505.0,44.747
510.0,47.358
515.0,51.277
520.0,57.155
525.0,64.27
530.0,71.918
535.0,78.477
540.0,82.024
545.0,81.707
550.0,78.64
555.0,74.674
560.0,70.593
565.0,67.004
570.0,64.688
575.0,63.77
580.0,63.902
585.0,65.89
590.0,68.388
595.0,71.985
600.0,76.173
605.0,80.156
610.0,83.895
615.0,87.023
620.0,88.745
625.0,89.095
630.0,88.22
635.0,86.009
640.0,83.13
645.0,79.915
650.0,76.536
655.0,73.253
660.0,70.589
665.0,68.561
670.0,66.849
675.0,65.445
680.0,65.278
685.0,65.231
690.0,65.974
695.0,66.463
700.0,67.857
705.0,69.667
710.0,71.656
715.0,73.694
720.0,76.194
725.0,78.699
730.0,81.221
735.0,83.577
740.0,85.347
745.0,86.73
750.0,88.424
755.0,89.11
760.0,89.062
765.0,88.821
770.0,88.176
775.0,86.672
780.0,85.53
785.0,83.228
790.0,81.323
795.0,79.79
800.0,77.4
805.0,75.849
810.0,73.943
815.0,71.967
820.0,70.276
825.0,69.447
830.0,67.906
835.0,67.537
840.0,67.224
845.0,66.355
850.0,65.345
