$\lambda$ $(nm)$,$T$
300.0,-0.003
305.0,0.051
310.0,0.106
315.0,0.16
320.0,0.302
325.0,0.396
330.0,0.55
335.0,0.716
340.0,0.873
345.0,1.021
350.0,1.199
355.0,1.423
360.0,1.628
365.0,1.943
370.0,2.225
375.0,2.636
380.0,3.256
385.0,4.106
390.0,5.457
395.0,7.65
400.0,11.119
405.0,16.584
410.0,23.374
415.0,31.145
420.0,38.526
425.0,43.754
430.0,46.854
435.0,49.532
440.0,53.319
445.0,58.281
450.0,64.587
455.0,71.292
460.0,78.022
465.0,83.938
470.0,87.476
475.0,88.392
480.0,87.128
485.0,83.917
490.0,80.352
495.0,76.65
500.0,73.138
505.0,69.765
510.0,67.459
515.0,65.919
520.0,64.865
525.0,64.649
530.0,65.086
535.0,65.991
540.0,67.167
545.0,68.861
550.0,71.098
555.0,73.543
560.0,75.904
565.0,78.438
570.0,81.698
575.0,84.418
580.0,86.164
585.0,88.265
590.0,89.638
595.0,90.34
600.0,90.794
605.0,90.492
610.0,89.711
615.0,88.614
620.0,87.048
625.0,85.477
630.0,83.946
635.0,81.962
640.0,80.183
645.0,78.163
650.0,76.251
655.0,74.68
660.0,73.094
665.0,71.647
670.0,70.262
675.0,69.266
680.0,68.653
685.0,67.785
690.0,67.627
695.0,66.844
700.0,66.331
705.0,66.39
710.0,66.426
715.0,66.517
720.0,66.631
725.0,67.367
730.0,67.351
735.0,68.475
740.0,68.739
745.0,69.209
750.0,70.214
755.0,71.373
760.0,71.857
765.0,72.767
770.0,73.771
775.0,74.824
780.0,76.109
785.0,76.96
790.0,77.651
795.0,79.211
800.0,80.096
805.0,81.626
810.0,82.092
815.0,82.702
820.0,84.202
825.0,84.906
830.0,85.314
835.0,86.355
840.0,86.773
845.0,87.58
850.0,87.212
