$\lambda$ $(nm)$,$T$
300.0,-0.037
305.0,-0.029
310.0,-0.024
315.0,-0.028
320.0,0.002
325.0,-0.002
330.0,0.01
335.0,0.021
340.0,0.049
345.0,0.07
350.0,0.103
355.0,0.141
360.0,0.174
365.0,0.232
370.0,0.285
375.0,0.336
380.0,0.443
385.0,0.514
390.0,0.682
395.0,0.895
400.0,1.248
405.0,1.827
410.0,2.766
415.0,4.368
420.0,7.125
425.0,11.382
430.0,16.551
435.0,22.782
440.0,30.793
445.0,40.66
450.0,52.288
455.0,61.669
460.0,65.788
465.0,65.923
470.0,63.279
475.0,60.874
480.0,59.872
485.0,60.251
490.0,62.905
495.0,67.372
500.0,73.158
505.0,78.737
510.0,84.48
515.0,88.247
520.0,89.315
525.0,87.838
530.0,84.764
535.0,80.564
540.0,76.098
545.0,72.266
550.0,68.925
555.0,66.822
560.0,65.508
565.0,64.857
570.0,65.377
575.0,66.323
580.0,67.811
585.0,70.317
590.0,73.082
595.0,76.279
600.0,79.62
605.0,82.645
610.0,85.453
615.0,87.837
620.0,89.469
625.0,90.359
630.0,90.402
635.0,89.271
640.0,87.895
645.0,85.864
650.0,83.393
655.0,80.569
660.0,77.879
665.0,75.781
670.0,73.821
675.0,71.368
680.0,70.104
685.0,68.58
690.0,67.703
695.0,66.727
700.0,65.873
705.0,66.07
710.0,65.996
715.0,66.001
720.0,66.57
725.0,67.459
730.0,68.31
735.0,69.429
740.0,70.663
745.0,71.646
750.0,73.457
755.0,74.968
760.0,76.485
765.0,78.387
770.0,80.165
775.0,81.677
780.0,83.532
785.0,84.48
790.0,85.649
795.0,86.682
800.0,87.297
805.0,88.597
810.0,89.628
815.0,88.591
820.0,88.786
825.0,88.532
830.0,88.377
835.0,87.864
840.0,87.316
845.0,86.694
850.0,84.59
