$\lambda$ $(nm)$,$T$
300.0,-0.029
305.0,-0.031
310.0,-0.03
315.0,-0.013
320.0,0.005
325.0,0.027
330.0,0.052
335.0,0.082
340.0,0.115
345.0,0.165
350.0,0.209
355.0,0.266
360.0,0.322
365.0,0.377
370.0,0.478
375.0,0.554
380.0,0.656
385.0,0.759
390.0,0.878
395.0,1.005
400.0,1.165
405.0,1.321
410.0,1.549
415.0,1.785
420.0,2.199
425.0,2.735
430.0,3.613
435.0,4.808
440.0,6.765
445.0,9.817
450.0,14.254
455.0,20.216
460.0,27.029
465.0,33.61
470.0,38.677
475.0,42.666
480.0,45.978
485.0,49.168
490.0,53.115
495.0,57.857
500.0,63.493
505.0,69.598
510.0,75.687
515.0,80.913
520.0,84.549
525.0,86.338
530.0,86.444
535.0,85.202
540.0,82.391
545.0,79.364
550.0,75.869
555.0,73.014
560.0,70.727
565.0,68.54
570.0,66.86
575.0,65.697
580.0,64.762
585.0,65.26
590.0,65.728
595.0,66.315
600.0,67.791
605.0,69.149
610.0,70.917
615.0,73.021
620.0,75.229
625.0,77.647
630.0,80.072
635.0,82.19
640.0,84.268
645.0,86.285
650.0,87.522
655.0,88.968
660.0,89.619
665.0,89.645
670.0,89.463
675.0,88.929
680.0,88.748
685.0,87.162
690.0,86.336
695.0,84.427
700.0,82.922
705.0,81.275
710.0,79.826
715.0,77.76
720.0,76.17
725.0,75.473
730.0,73.713
735.0,72.492
740.0,70.848
745.0,69.662
750.0,68.914
755.0,67.861
760.0,67.431
765.0,66.867
770.0,66.412
775.0,65.987
780.0,66.028
785.0,65.7
790.0,65.456
795.0,65.564
800.0,66.05
805.0,66.368
810.0,66.779
815.0,66.492
820.0,67.261
825.0,67.925
830.0,68.435
835.0,69.139
840.0,70.092
845.0,71.45
850.0,71.627
