$\lambda$ $(nm)$,$T$
300.0,-0.034
305.0,-0.028
310.0,-0.03
315.0,-0.009
320.0,0.0
325.0,0.024
330.0,0.059
335.0,0.092
340.0,0.1
345.0,0.16
350.0,0.199
355.0,0.251
360.0,0.305
365.0,0.384
370.0,0.504
375.0,0.636
380.0,0.855
385.0,1.211
390.0,1.735
395.0,2.83
400.0,4.762
405.0,8.324
410.0,13.494
415.0,20.213
420.0,27.517
425.0,34.05
430.0,40.102
435.0,47.841
440.0,57.997
445.0,69.028
450.0,77.41
455.0,78.999
460.0,75.332
465.0,70.335
470.0,65.65
475.0,62.913
480.0,62.185
485.0,63.431
490.0,66.499
495.0,71.035
500.0,76.659
505.0,82.017
510.0,86.953
515.0,89.63
520.0,89.874
525.0,87.926
530.0,84.436
535.0,80.4
540.0,75.854
545.0,72.18
550.0,69.128
555.0,67.165
560.0,65.865
565.0,65.3
570.0,65.739
575.0,66.797
580.0,68.115
585.0,70.538
590.0,73.202
595.0,76.207
600.0,79.497
605.0,82.671
610.0,85.284
615.0,88.013
620.0,89.328
625.0,90.277
630.0,90.74
635.0,89.752
640.0,88.279
645.0,86.525
650.0,84.003
655.0,81.512
660.0,78.665
665.0,76.636
670.0,74.601
675.0,72.183
680.0,70.738
685.0,69.173
690.0,68.301
695.0,67.199
700.0,66.297
705.0,66.299
710.0,66.146
715.0,65.816
720.0,66.557
725.0,67.481
730.0,68.285
735.0,69.293
740.0,70.407
745.0,71.366
750.0,72.779
755.0,74.804
760.0,76.061
765.0,77.938
770.0,79.748
775.0,81.4
780.0,82.93
785.0,83.665
790.0,84.941
795.0,86.531
800.0,86.799
805.0,88.665
810.0,89.254
815.0,88.364
820.0,89.654
825.0,88.818
830.0,88.309
835.0,88.266
840.0,87.921
845.0,87.04
850.0,86.02
