$\lambda$ $(nm)$,$T$
300.0,-0.03
305.0,-0.032
310.0,-0.032
315.0,-0.023
320.0,-0.011
325.0,0.002
330.0,0.011
335.0,0.02
340.0,0.061
345.0,0.08
350.0,0.108
355.0,0.127
360.0,0.186
365.0,0.218
370.0,0.27
375.0,0.332
380.0,0.389
385.0,0.477
390.0,0.582
395.0,0.692
400.0,0.847
405.0,1.084
410.0,1.399
415.0,1.883
420.0,2.742
425.0,4.085
430.0,6.479
435.0,9.877
440.0,14.976
445.0,21.605
450.0,28.719
455.0,34.816
460.0,39.41
465.0,43.411
470.0,47.367
475.0,53.065
480.0,60.315
485.0,67.888
490.0,75.415
495.0,80.988
500.0,83.269
505.0,82.036
510.0,78.773
515.0,74.497
520.0,70.584
525.0,66.965
530.0,64.671
535.0,63.48
540.0,63.047
545.0,63.778
550.0,65.355
555.0,67.789
560.0,70.632
565.0,74.096
570.0,77.82
575.0,81.785
580.0,84.398
585.0,87.301
590.0,88.897
595.0,89.574
600.0,89.1
605.0,87.971
610.0,85.93
615.0,83.53
620.0,80.369
625.0,77.974
630.0,75.716
635.0,72.931
640.0,70.938
645.0,69.067
650.0,67.795
655.0,66.669
660.0,65.903
665.0,65.303
670.0,65.146
675.0,65.365
680.0,66.094
685.0,66.574
690.0,68.024
695.0,68.961
700.0,70.067
705.0,71.969
710.0,73.821
715.0,75.276
720.0,77.041
725.0,79.254
730.0,81.018
735.0,82.643
740.0,84.352
745.0,85.468
750.0,86.92
755.0,88.482
760.0,88.064
765.0,88.979
770.0,89.477
775.0,89.037
780.0,88.811
785.0,87.739
790.0,86.801
795.0,86.04
800.0,84.696
805.0,84.319
810.0,83.004
815.0,80.692
820.0,79.541
825.0,78.446
830.0,76.895
835.0,75.567
840.0,74.083
845.0,73.114
850.0,71.718
