$\lambda$ $(nm)$,$T$
300.0,-0.035
305.0,-0.037
310.0,-0.018
315.0,-0.034
320.0,-0.019
325.0,-0.027
330.0,-0.023
335.0,-0.014
340.0,-0.013
345.0,0.006
350.0,0.004
355.0,0.035
360.0,0.049
365.0,0.057
370.0,0.093
375.0,0.126
380.0,0.147
385.0,0.179
390.0,0.217
395.0,0.258
400.0,0.323
405.0,0.371
410.0,0.432
415.0,0.494
420.0,0.597
425.0,0.677
430.0,0.783
435.0,0.918
440.0,1.113
445.0,1.389
450.0,1.904
455.0,2.691
460.0,3.98
465.0,6.061
470.0,8.978
475.0,13.259
480.0,18.594
485.0,24.649
490.0,31.726
495.0,39.737
500.0,48.789
505.0,57.331
510.0,64.856
515.0,69.271
520.0,70.591
525.0,69.491
530.0,67.114
535.0,65.041
540.0,62.835
545.0,61.764
550.0,61.646
555.0,62.635
560.0,64.395
565.0,67.162
570.0,70.412
575.0,74.291
580.0,77.656
585.0,81.67
590.0,84.421
595.0,87.088
600.0,88.628
605.0,88.932
610.0,88.258
615.0,86.797
620.0,84.676
625.0,82.116
630.0,79.868
635.0,76.883
640.0,74.219
645.0,71.956
650.0,70.019
655.0,68.318
660.0,66.909
665.0,65.968
670.0,65.364
675.0,65.096
680.0,65.175
685.0,65.504
690.0,66.53
695.0,67.019
700.0,68.216
705.0,69.354
710.0,70.992
715.0,72.403
720.0,74.136
725.0,76.343
730.0,78.032
735.0,80.334
740.0,81.449
745.0,83.261
750.0,84.967
755.0,86.014
760.0,86.962
765.0,87.597
770.0,88.583
775.0,88.521
780.0,88.614
785.0,87.768
790.0,87.561
795.0,87.054
800.0,86.046
805.0,85.365
810.0,83.85
815.0,82.562
820.0,81.441
825.0,79.977
830.0,78.166
835.0,77.06
840.0,75.742
845.0,75.187
850.0,72.807
