$\lambda$ $(nm)$,$T$
300.0,-0.033
305.0,-0.023
310.0,-0.018
315.0,0.006
320.0,0.03
325.0,0.052
330.0,0.066
335.0,0.11
340.0,0.161
345.0,0.203
350.0,0.255
355.0,0.353
360.0,0.508
365.0,0.789
370.0,1.268
375.0,2.174
380.0,4.115
385.0,7.619
390.0,13.798
395.0,22.06
400.0,29.935
405.0,36.721
410.0,43.089
415.0,52.593
420.0,65.455
425.0,75.454
430.0,76.781
435.0,71.807
440.0,66.114
445.0,62.519
450.0,62.223
455.0,65.237
460.0,70.731
465.0,78.056
470.0,84.259
475.0,88.459
480.0,88.888
485.0,85.537
490.0,80.454
495.0,74.958
500.0,70.348
505.0,66.994
510.0,65.381
515.0,65.491
520.0,66.897
525.0,69.392
530.0,73.23
535.0,77.616
540.0,81.848
545.0,85.92
550.0,88.983
555.0,90.285
560.0,89.878
565.0,88.095
570.0,85.479
575.0,82.019
580.0,77.768
585.0,75.143
590.0,72.17
595.0,69.818
600.0,68.232
605.0,67.168
610.0,66.58
615.0,66.793
620.0,67.478
625.0,68.741
630.0,70.45
635.0,72.624
640.0,74.982
645.0,77.579
650.0,80.332
655.0,83.0
660.0,85.34
665.0,86.92
670.0,88.194
675.0,89.098
680.0,89.988
685.0,89.423
690.0,89.232
695.0,87.652
700.0,85.708
705.0,84.277
710.0,82.211
715.0,79.551
720.0,77.794
725.0,75.812
730.0,73.742
735.0,72.416
740.0,70.76
745.0,69.184
750.0,68.628
755.0,67.949
760.0,67.148
765.0,66.846
770.0,66.585
775.0,66.288
780.0,67.075
785.0,67.127
790.0,67.326
795.0,68.311
800.0,69.059
805.0,70.641
810.0,71.986
815.0,72.302
820.0,73.696
825.0,75.263
830.0,76.895
835.0,77.978
840.0,80.214
845.0,82.495
850.0,81.515
