$\lambda$ $(nm)$,$T$
300.0,-0.035
305.0,-0.014
310.0,-0.035
315.0,-0.039
320.0,-0.029
325.0,-0.032
330.0,-0.031
335.0,-0.034
340.0,-0.025
345.0,-0.024
350.0,-0.029
355.0,-0.017
360.0,-0.017
365.0,-0.007
370.0,-0.003
375.0,0.003
380.0,0.011
385.0,0.039
390.0,0.044
395.0,0.063
400.0,0.076
405.0,0.102
410.0,0.137
415.0,0.164
420.0,0.205
425.0,0.252
430.0,0.322
435.0,0.403
440.0,0.561
445.0,0.826
450.0,1.292
455.0,2.115
460.0,3.566
465.0,6.002
470.0,9.6
475.0,14.944
480.0,21.431
485.0,27.45
490.0,33.082
495.0,38.653
500.0,45.594
505.0,53.26
510.0,62.034
515.0,69.919
520.0,74.698
525.0,75.707
530.0,73.908
535.0,70.217
540.0,66.397
545.0,63.789
550.0,62.41
555.0,62.704
560.0,64.175
565.0,67.117
570.0,71.079
575.0,75.525
580.0,79.558
585.0,84.001
590.0,87.0
595.0,88.6
600.0,88.534
605.0,87.005
610.0,84.226
615.0,81.038
620.0,77.043
625.0,74.027
630.0,71.441
635.0,68.684
640.0,66.947
645.0,65.847
650.0,65.327
655.0,65.485
660.0,65.887
665.0,66.476
670.0,67.884
675.0,69.844
680.0,72.464
685.0,74.675
690.0,77.55
695.0,79.601
700.0,82.177
705.0,84.677
710.0,86.473
715.0,87.658
720.0,88.439
725.0,88.991
730.0,88.756
735.0,87.953
740.0,86.674
745.0,84.472
750.0,83.123
755.0,81.258
760.0,79.213
765.0,77.079
770.0,75.057
775.0,73.059
780.0,71.063
785.0,69.762
790.0,68.174
795.0,67.731
800.0,66.421
805.0,66.021
810.0,65.487
815.0,64.626
820.0,64.769
825.0,65.356
830.0,65.637
835.0,66.612
840.0,67.028
845.0,67.677
850.0,67.167
