$\lambda$ $(nm)$,$T$
300.0,-0.032000000000000001
305.0,-0.029999999999999999
310.0,-0.033000000000000002
315.0,-0.032000000000000001
320.0,-0.028000000000000001
325.0,-0.027
330.0,-0.031
335.0,-0.021000000000000001
340.0,-0.025000000000000001
345.0,-0.0080000000000000002
350.0,-0.014999999999999999
355.0,0.0
360.0,0.0080000000000000002
365.0,0.021999999999999999
370.0,0.042000000000000003
375.0,0.050999999999999997
380.0,0.076999999999999999
385.0,0.105
390.0,0.126
395.0,0.158
400.0,0.20000000000000001
405.0,0.24199999999999999
410.0,0.28599999999999998
415.0,0.33900000000000002
420.0,0.40300000000000002
425.0,0.52100000000000002
430.0,0.66300000000000003
435.0,0.88500000000000001
440.0,1.24
445.0,1.8420000000000001
450.0,2.8799999999999999
455.0,4.6139999999999999
460.0,7.1509999999999998
465.0,11.454000000000001
470.0,16.606999999999999
475.0,23.771999999999998
480.0,32.805999999999997
485.0,42.115000000000002
490.0,50.761000000000003
495.0,56.491999999999997
500.0,58.463000000000001
505.0,57.984999999999999
510.0,56.959000000000003
515.0,57.017000000000003
520.0,58.453000000000003
525.0,61.579999999999998
530.0,66.186999999999998
535.0,71.587999999999994
540.0,77.409000000000006
545.0,82.522000000000006
550.0,86.411000000000001
555.0,87.873000000000005
560.0,87.486000000000004
565.0,85.156999999999996
570.0,81.709999999999994
575.0,77.546999999999997
580.0,73.322999999999993
585.0,70.983000000000004
590.0,68.222999999999999
595.0,66.301000000000002
600.0,65.317999999999998
605.0,65.066999999999993
610.0,65.411000000000001
615.0,66.522000000000006
620.0,68.225999999999999
625.0,70.481999999999999
630.0,73.150000000000006
635.0,76.037000000000006
640.0,78.969999999999999
645.0,82.090999999999994
650.0,84.730000000000004
655.0,86.944999999999993
660.0,88.5
665.0,89.322000000000003
670.0,89.549000000000007
675.0,88.869
680.0,88.150000000000006
685.0,86.206999999999994
690.0,85.266000000000005
695.0,82.144000000000005
700.0,79.756
705.0,77.771000000000001
710.0,75.527000000000001
715.0,73.132000000000005
720.0,71.347999999999999
725.0,70.319000000000003
730.0,68.780000000000001
735.0,67.926000000000002
740.0,66.799999999999997
745.0,65.997
750.0,65.766000000000005
755.0,65.674000000000007
760.0,65.545000000000002
765.0,66.457999999999998
770.0,66.667000000000002
775.0,67.317999999999998
780.0,68.287999999999997
785.0,68.590999999999994
790.0,70.090000000000003
795.0,71.359999999999999
800.0,72.795000000000002
805.0,74.688999999999993
810.0,76.647999999999996
815.0,77.099999999999994
820.0,78.605000000000004
825.0,80.472999999999999
830.0,82.287999999999997
835.0,84.063999999999993
840.0,84.409000000000006
845.0,86.578999999999994
850.0,85.828000000000003
