$\lambda$ $(nm)$,$T$
300.0,0.0
305.0,0.046
310.0,0.105
315.0,0.213
320.0,0.31
325.0,0.441
330.0,0.611
335.0,0.762
340.0,0.928
345.0,1.116
350.0,1.341
355.0,1.53
360.0,1.769
365.0,2.033
370.0,2.344
375.0,2.712
380.0,3.136
385.0,3.74
390.0,4.593
395.0,5.863
400.0,7.712
405.0,10.588
410.0,13.93
415.0,19.055
420.0,24.792
425.0,31.728
430.0,39.101
435.0,47.261
440.0,57.066
445.0,66.557
450.0,74.722
455.0,79.04
460.0,79.738
465.0,78.55
470.0,74.862
475.0,71.076
480.0,68.154
485.0,65.657
490.0,64.08
495.0,63.467
500.0,63.349
505.0,63.923
510.0,65.111
515.0,67.193
520.0,69.571
525.0,72.281
530.0,75.22
535.0,78.53
540.0,81.261
545.0,84.27
550.0,86.625
555.0,88.652
560.0,89.678
565.0,90.62
570.0,90.637
575.0,90.007
580.0,88.16
585.0,87.358
590.0,85.559
595.0,83.397
600.0,81.328
605.0,79.422
610.0,77.048
615.0,75.238
620.0,73.3
625.0,71.929
630.0,70.885
635.0,69.332
640.0,68.388
645.0,67.712
650.0,67.062
655.0,66.513
660.0,66.151
665.0,65.932
670.0,65.994
675.0,65.969
680.0,66.638
685.0,66.901
690.0,67.944
695.0,68.372
700.0,68.793
705.0,70.006
710.0,71.205
715.0,71.705
720.0,72.943
725.0,74.285
730.0,75.348
735.0,76.812
740.0,77.68
745.0,78.383
750.0,80.009
755.0,81.231
760.0,82.207
765.0,83.332
770.0,84.451
775.0,85.064
780.0,86.05
785.0,86.968
790.0,87.133
795.0,87.907
800.0,88.019
805.0,89.155
810.0,89.492
815.0,88.377
820.0,88.81
825.0,89.148
830.0,88.65
835.0,88.394
840.0,88.644
845.0,89.418
850.0,86.563
