$\lambda$ $(nm)$,$T$
300.0,-0.031
305.0,-0.038
310.0,-0.03
315.0,-0.027
320.0,-0.029
325.0,-0.025
330.0,-0.009
335.0,0.001
340.0,0.003
345.0,0.02
350.0,0.036
355.0,0.07
360.0,0.073
365.0,0.105
370.0,0.149
375.0,0.181
380.0,0.22
385.0,0.26
390.0,0.326
395.0,0.373
400.0,0.449
405.0,0.539
410.0,0.615
415.0,0.745
420.0,0.895
425.0,1.153
430.0,1.463
435.0,1.962
440.0,2.708
445.0,4.168
450.0,6.457
455.0,9.884
460.0,14.393
465.0,20.053
470.0,25.394
475.0,31.128
480.0,37.308
485.0,43.903
490.0,51.724
495.0,60.209
500.0,68.505
505.0,73.998
510.0,76.613
515.0,76.261
520.0,73.593
525.0,70.087
530.0,66.928
535.0,64.578
540.0,62.746
545.0,62.362
550.0,62.675
555.0,64.193
560.0,66.195
565.0,68.983
570.0,72.554
575.0,76.389
580.0,79.661
585.0,83.217
590.0,85.698
595.0,87.673
600.0,88.743
605.0,88.728
610.0,87.421
615.0,85.927
620.0,83.102
625.0,80.825
630.0,78.549
635.0,75.897
640.0,73.2
645.0,71.044
650.0,69.289
655.0,67.871
660.0,66.262
665.0,65.487
670.0,64.933
675.0,64.839
680.0,65.218
685.0,65.698
690.0,66.594
695.0,67.125
700.0,68.161
705.0,69.878
710.0,71.385
715.0,72.85
720.0,74.581
725.0,77.082
730.0,78.463
735.0,80.442
740.0,82.118
745.0,83.284
750.0,85.199
755.0,86.298
760.0,86.799
765.0,88.032
770.0,88.432
775.0,88.882
780.0,88.881
785.0,87.962
790.0,87.502
795.0,87.02
800.0,85.91
805.0,85.073
810.0,84.079
815.0,82.138
820.0,81.151
825.0,80.22
830.0,77.799
835.0,77.397
840.0,76.391
845.0,74.965
850.0,73.272
