$\lambda$ $(nm)$,$T$
300.0,-0.021
305.0,-0.031
310.0,-0.013
315.0,0.003
320.0,0.025
325.0,0.047
330.0,0.095
335.0,0.127
340.0,0.188
345.0,0.231
350.0,0.304
355.0,0.344
360.0,0.447
365.0,0.534
370.0,0.634
375.0,0.742
380.0,0.861
385.0,1.019
390.0,1.21
395.0,1.442
400.0,1.743
405.0,2.2
410.0,2.848
415.0,3.867
420.0,5.508
425.0,8.15
430.0,11.656
435.0,16.454
440.0,22.984
445.0,31.636
450.0,41.612
455.0,51.137
460.0,57.961
465.0,61.248
470.0,60.972
475.0,59.591
480.0,58.654
485.0,58.373
490.0,59.181
495.0,61.476
500.0,64.687
505.0,68.766
510.0,73.565
515.0,78.444
520.0,82.784
525.0,86.24
530.0,88.49
535.0,89.272
540.0,88.107
545.0,86.152
550.0,83.195
555.0,80.223
560.0,77.239
565.0,74.071
570.0,71.618
575.0,69.13
580.0,66.998
585.0,66.357
590.0,65.618
595.0,65.165
600.0,65.426
605.0,65.812
610.0,66.606
615.0,67.837
620.0,69.249
625.0,70.913
630.0,73.131
635.0,75.014
640.0,77.188
645.0,79.666
650.0,81.738
655.0,83.877
660.0,85.674
665.0,86.896
670.0,88.179
675.0,88.881
680.0,89.887
685.0,89.802
690.0,89.799
695.0,88.992
700.0,87.816
705.0,86.951
710.0,85.633
715.0,83.813
720.0,82.264
725.0,81.259
730.0,79.538
735.0,78.231
740.0,76.257
745.0,74.4
750.0,73.72
755.0,72.116
760.0,70.994
765.0,69.922
770.0,69.013
775.0,67.999
780.0,68.041
785.0,67.058
790.0,66.321
795.0,66.213
800.0,65.591
805.0,65.97
810.0,65.477
815.0,65.118
820.0,65.432
825.0,65.892
830.0,66.579
835.0,66.88
840.0,67.367
845.0,68.596
850.0,67.878
