$\lambda$ $(nm)$,$T$
300.0,-0.039
305.0,-0.03
310.0,-0.03
315.0,-0.033
320.0,-0.019
325.0,-0.009
330.0,0.006
335.0,0.011
340.0,0.025
345.0,0.041
350.0,0.069
355.0,0.094
360.0,0.131
365.0,0.161
370.0,0.199
375.0,0.246
380.0,0.325
385.0,0.391
390.0,0.479
395.0,0.62
400.0,0.809
405.0,1.08
410.0,1.511
415.0,2.283
420.0,3.602
425.0,5.967
430.0,9.167
435.0,13.51
440.0,19.199
445.0,26.648
450.0,36.193
455.0,46.641
460.0,55.665
465.0,61.244
470.0,61.624
475.0,59.546
480.0,57.53
485.0,56.64
490.0,57.559
495.0,60.368
500.0,64.913
505.0,70.127
510.0,76.351
515.0,81.682
520.0,85.337
525.0,86.647
530.0,85.497
535.0,82.421
540.0,78.182
545.0,74.103
550.0,70.159
555.0,67.292
560.0,65.151
565.0,63.726
570.0,63.266
575.0,63.529
580.0,64.245
585.0,66.218
590.0,68.375
595.0,71.205
600.0,74.311
605.0,77.384
610.0,80.585
615.0,83.466
620.0,85.998
625.0,87.595
630.0,88.99
635.0,88.812
640.0,88.026
645.0,86.797
650.0,84.889
655.0,82.503
660.0,79.8
665.0,77.409
670.0,75.082
675.0,72.71
680.0,71.23
685.0,69.353
690.0,68.219
695.0,66.983
700.0,65.656
705.0,65.417
710.0,65.242
715.0,64.888
720.0,65.081
725.0,65.789
730.0,66.355
735.0,67.319
740.0,68.245
745.0,68.945
750.0,70.499
755.0,72.158
760.0,73.787
765.0,75.501
770.0,77.394
775.0,78.693
780.0,80.653
785.0,81.763
790.0,82.834
795.0,84.262
800.0,85.696
805.0,87.158
810.0,87.789
815.0,87.453
820.0,88.255
825.0,88.608
830.0,88.077
835.0,87.759
840.0,87.098
845.0,86.902
850.0,86.077
