$\lambda$ $(nm)$,$T$
300.0,-0.019
305.0,0.013
310.0,0.051
315.0,0.078
320.0,0.123
325.0,0.201
330.0,0.269
335.0,0.378
340.0,0.464
345.0,0.585
350.0,0.714
355.0,0.865
360.0,1.001
365.0,1.256
370.0,1.495
375.0,1.854
380.0,2.48
385.0,3.412
390.0,4.964
395.0,7.617
400.0,11.838
405.0,17.951
410.0,24.329
415.0,30.546
420.0,36.838
425.0,44.549
430.0,53.269
435.0,63.119
440.0,73.283
445.0,80.051
450.0,81.993
455.0,79.242
460.0,74.552
465.0,70.369
470.0,66.31
475.0,63.851
480.0,63.196
485.0,63.692
490.0,65.279
495.0,68.154
500.0,71.803
505.0,75.751
510.0,80.148
515.0,84.434
520.0,87.486
525.0,89.668
530.0,90.183
535.0,89.873
540.0,87.969
545.0,85.345
550.0,82.196
555.0,79.368
560.0,76.505
565.0,73.738
570.0,71.325
575.0,69.352
580.0,67.436
585.0,67.116
590.0,66.281
595.0,66.24
600.0,66.524
605.0,67.045
610.0,67.809
615.0,69.142
620.0,70.474
625.0,72.2
630.0,74.276
635.0,76.513
640.0,78.583
645.0,80.544
650.0,82.665
655.0,84.542
660.0,86.286
665.0,87.587
670.0,88.61
675.0,89.475
680.0,90.555
685.0,90.296
690.0,90.093
695.0,89.158
700.0,87.991
705.0,87.563
710.0,86.181
715.0,84.372
720.0,82.945
725.0,81.794
730.0,79.91
735.0,78.785
740.0,77.032
745.0,75.304
750.0,74.32
755.0,72.942
760.0,71.38
765.0,70.881
770.0,69.867
775.0,68.916
780.0,68.381
785.0,67.114
790.0,66.83
795.0,66.917
800.0,66.076
805.0,66.409
810.0,66.191
815.0,66.071
820.0,65.964
825.0,66.222
830.0,66.611
835.0,67.022
840.0,67.734
845.0,68.367
850.0,66.889
