$\lambda$ $(nm)$,$T$
300.0,-0.039
305.0,-0.022
310.0,-0.02
315.0,-0.009
320.0,0.0
325.0,0.008
330.0,0.036
335.0,0.061
340.0,0.076
345.0,0.114
350.0,0.148
355.0,0.188
360.0,0.24
365.0,0.309
370.0,0.392
375.0,0.481
380.0,0.592
385.0,0.766
390.0,1.049
395.0,1.505
400.0,2.325
405.0,3.781
410.0,6.197
415.0,9.905
420.0,15.223
425.0,21.596
430.0,27.495
435.0,36.162
440.0,46.039
445.0,57.463
450.0,67.676
455.0,72.35
460.0,71.001
465.0,67.36
470.0,63.578
475.0,61.265
480.0,61.048
485.0,62.48
490.0,65.926
495.0,71.271
500.0,77.047
505.0,82.78
510.0,87.25
515.0,89.525
520.0,89.131
525.0,86.737
530.0,82.853
535.0,78.607
540.0,74.229
545.0,70.663
550.0,67.875
555.0,66.278
560.0,65.133
565.0,65.04
570.0,65.814
575.0,67.22
580.0,68.657
585.0,71.578
590.0,74.47
595.0,77.842
600.0,81.186
605.0,84.031
610.0,86.572
615.0,88.712
620.0,89.957
625.0,90.484
630.0,90.13
635.0,89.041
640.0,87.241
645.0,84.885
650.0,82.337
655.0,79.55
660.0,77.027
665.0,74.765
670.0,73.024
675.0,70.622
680.0,69.632
685.0,68.085
690.0,67.476
695.0,66.266
700.0,65.797
705.0,65.947
710.0,66.112
715.0,66.12
720.0,67.023
725.0,67.717
730.0,68.802
735.0,70.093
740.0,71.252
745.0,72.128
750.0,74.078
755.0,75.749
760.0,77.439
765.0,79.232
770.0,81.147
775.0,82.574
780.0,84.055
785.0,85.294
790.0,86.225
795.0,87.139
800.0,88.115
805.0,88.946
810.0,89.973
815.0,88.369
820.0,88.633
825.0,88.72
830.0,87.661
835.0,87.702
840.0,86.205
845.0,85.373
850.0,83.148
