$\lambda$ $(nm)$,$T$
300.0,-0.034
305.0,-0.023
310.0,-0.021
315.0,-0.004
320.0,0.02
325.0,0.051
330.0,0.075
335.0,0.108
340.0,0.15
345.0,0.207
350.0,0.267
355.0,0.335
360.0,0.4
365.0,0.541
370.0,0.701
375.0,0.97
380.0,1.44
385.0,2.227
390.0,3.707
395.0,6.363
400.0,10.974
405.0,18.364
410.0,26.912
415.0,35.229
420.0,41.125
425.0,45.417
430.0,50.603
435.0,57.376
440.0,66.528
445.0,75.412
450.0,80.79
455.0,81.001
460.0,76.606
465.0,71.581
470.0,67.37
475.0,64.417
480.0,63.36
485.0,64.062
490.0,66.61
495.0,70.659
500.0,75.294
505.0,80.189
510.0,84.315
515.0,87.392
520.0,88.3
525.0,87.195
530.0,84.705
535.0,81.0
540.0,76.967
545.0,73.409
550.0,70.223
555.0,68.061
560.0,66.494
565.0,65.716
570.0,65.988
575.0,66.533
580.0,67.266
585.0,69.59
590.0,71.849
595.0,74.575
600.0,77.727
605.0,80.474
610.0,83.094
615.0,85.449
620.0,87.463
625.0,88.606
630.0,89.173
635.0,88.868
640.0,88.039
645.0,86.67
650.0,84.511
655.0,82.188
660.0,79.615
665.0,77.758
670.0,75.793
675.0,73.369
680.0,71.926
685.0,70.257
690.0,69.054
695.0,67.626
700.0,66.951
705.0,66.337
710.0,66.45
715.0,66.159
720.0,66.334
725.0,67.107
730.0,67.376
735.0,68.557
740.0,69.351
745.0,70.225
750.0,71.71
755.0,73.163
760.0,74.442
765.0,76.276
770.0,77.919
775.0,79.32
780.0,80.817
785.0,82.048
790.0,83.159
795.0,84.704
800.0,85.43
805.0,86.871
810.0,87.391
815.0,87.779
820.0,87.987
825.0,87.846
830.0,87.483
835.0,88.19
840.0,87.316
845.0,86.64
850.0,84.977
