$\lambda$ $(nm)$,$T$
300.0,-0.028
305.0,-0.006
310.0,0.027
315.0,0.05
320.0,0.097
325.0,0.167
330.0,0.23
335.0,0.299
340.0,0.39
345.0,0.493
350.0,0.624
355.0,0.763
360.0,0.925
365.0,1.196
370.0,1.545
375.0,2.05
380.0,2.991
385.0,4.589
390.0,7.224
395.0,11.297
400.0,17.484
405.0,26.824
410.0,38.043
415.0,49.036
420.0,56.191
425.0,57.804
430.0,56.52
435.0,56.355
440.0,58.256
445.0,62.359
450.0,68.638
455.0,75.889
460.0,82.38
465.0,87.339
470.0,88.601
475.0,86.676
480.0,82.749
485.0,77.865
490.0,73.241
495.0,69.503
500.0,66.716
505.0,65.175
510.0,64.686
515.0,65.409
520.0,66.959
525.0,69.48
530.0,72.606
535.0,76.071
540.0,79.688
545.0,83.402
550.0,86.586
555.0,88.884
560.0,90.039
565.0,90.246
570.0,89.904
575.0,88.19
580.0,85.354
585.0,83.434
590.0,80.592
595.0,77.63
600.0,75.252
605.0,72.811
610.0,70.786
615.0,69.212
620.0,67.763
625.0,67.111
630.0,66.827
635.0,66.546
640.0,66.891
645.0,67.319
650.0,67.882
655.0,69.052
660.0,70.145
665.0,71.405
670.0,72.956
675.0,74.645
680.0,77.213
685.0,78.663
690.0,81.076
695.0,82.726
700.0,84.238
705.0,86.095
710.0,87.199
715.0,88.276
720.0,89.011
725.0,90.491
730.0,90.184
735.0,90.242
740.0,89.692
745.0,88.681
750.0,87.902
755.0,87.238
760.0,85.649
765.0,84.546
770.0,83.127
775.0,81.661
780.0,80.484
785.0,78.973
790.0,77.03
795.0,76.06
800.0,74.577
805.0,73.889
810.0,72.654
815.0,71.22
820.0,70.361
825.0,69.895
830.0,69.071
835.0,68.675
840.0,67.441
845.0,67.129
850.0,66.546
