$\lambda$ $(nm)$,$T$
300.0,-0.035
305.0,-0.042
310.0,0.002
315.0,0.021
320.0,0.04
325.0,0.098
330.0,0.113
335.0,0.167
340.0,0.225
345.0,0.282
350.0,0.35
355.0,0.474
360.0,0.568
365.0,0.738
370.0,0.976
375.0,1.351
380.0,2.089
385.0,3.365
390.0,5.675
395.0,9.75
400.0,16.173
405.0,24.267
410.0,31.068
415.0,36.875
420.0,43.474
425.0,53.206
430.0,64.398
435.0,74.584
440.0,80.31
445.0,79.193
450.0,73.946
455.0,68.21
460.0,64.026
465.0,62.707
470.0,62.928
475.0,65.565
480.0,69.65
485.0,74.865
490.0,80.382
495.0,85.756
500.0,89.289
505.0,90.181
510.0,88.398
515.0,85.064
520.0,80.535
525.0,76.37
530.0,72.74
535.0,69.598
540.0,67.252
545.0,66.008
550.0,65.512
555.0,65.954
560.0,66.947
565.0,68.626
570.0,71.241
575.0,74.144
580.0,76.841
585.0,80.171
590.0,83.443
595.0,86.387
600.0,88.625
605.0,90.126
610.0,90.565
615.0,90.344
620.0,89.024
625.0,87.558
630.0,85.608
635.0,82.972
640.0,80.47
645.0,77.99
650.0,75.583
655.0,73.453
660.0,71.173
665.0,69.784
670.0,68.573
675.0,67.27
680.0,67.313
685.0,66.487
690.0,66.701
695.0,66.596
700.0,66.825
705.0,67.678
710.0,68.532
715.0,69.164
720.0,70.394
725.0,72.215
730.0,73.157
735.0,75.588
740.0,76.574
745.0,78.334
750.0,80.099
755.0,81.977
760.0,83.248
765.0,85.067
770.0,86.292
775.0,87.206
780.0,88.452
785.0,88.931
790.0,89.155
795.0,89.324
800.0,89.015
805.0,89.042
810.0,89.286
815.0,87.545
820.0,86.84
825.0,85.879
830.0,84.883
835.0,83.56
840.0,82.492
845.0,81.187
850.0,79.585
