$\lambda$ $(nm)$,$T$
300.0,-0.034
305.0,-0.035
310.0,-0.035
315.0,-0.028
320.0,-0.025
325.0,-0.035
330.0,-0.011
335.0,-0.021
340.0,-0.011
345.0,0.0
350.0,0.009
355.0,0.027
360.0,0.042
365.0,0.064
370.0,0.085
375.0,0.104
380.0,0.15
385.0,0.178
390.0,0.218
395.0,0.273
400.0,0.34
405.0,0.425
410.0,0.55
415.0,0.709
420.0,0.996
425.0,1.514
430.0,2.315
435.0,3.727
440.0,5.971
445.0,9.38
450.0,14.194
455.0,19.918
460.0,26.599
465.0,34.449
470.0,43.027
475.0,53.068
480.0,62.291
485.0,67.725
490.0,68.874
495.0,67.354
500.0,64.226
505.0,61.692
510.0,60.81
515.0,61.792
520.0,64.276
525.0,68.263
530.0,73.304
535.0,78.775
540.0,83.735
545.0,87.08
550.0,88.905
555.0,88.707
560.0,86.414
565.0,83.037
570.0,79.379
575.0,75.203
580.0,71.669
585.0,69.542
590.0,67.249
595.0,65.943
600.0,65.394
605.0,65.61
610.0,66.152
615.0,67.703
620.0,69.658
625.0,72.067
630.0,74.993
635.0,77.59
640.0,80.673
645.0,83.563
650.0,86.013
655.0,87.991
660.0,89.313
665.0,89.629
670.0,89.618
675.0,88.739
680.0,87.543
685.0,85.621
690.0,84.115
695.0,81.646
700.0,79.01
705.0,76.954
710.0,74.858
715.0,72.713
720.0,70.936
725.0,69.851
730.0,68.339
735.0,67.473
740.0,66.683
745.0,65.581
750.0,66.023
755.0,65.717
760.0,65.83
765.0,66.567
770.0,67.127
775.0,68.053
780.0,68.782
785.0,69.795
790.0,70.429
795.0,72.308
800.0,73.532
805.0,75.32
810.0,76.739
815.0,77.086
820.0,79.214
825.0,81.286
830.0,82.3
835.0,83.651
840.0,84.778
845.0,86.858
850.0,86.025
