$\lambda$ $(nm)$,$T$
300.0,-0.033
305.0,-0.029
310.0,-0.033
315.0,-0.036
320.0,-0.03
325.0,-0.036
330.0,-0.024
335.0,-0.031
340.0,-0.029
345.0,-0.026
350.0,-0.025
355.0,-0.019
360.0,-0.016
365.0,-0.016
370.0,0.007
375.0,0.015
380.0,0.022
385.0,0.035
390.0,0.043
395.0,0.075
400.0,0.088
405.0,0.126
410.0,0.147
415.0,0.184
420.0,0.235
425.0,0.282
430.0,0.347
435.0,0.436
440.0,0.58
445.0,0.847
450.0,1.298
455.0,2.081
460.0,3.501
465.0,5.932
470.0,9.471
475.0,14.603
480.0,20.642
485.0,26.601
490.0,32.9
495.0,39.914
500.0,48.545
505.0,57.9
510.0,66.304
515.0,71.731
520.0,72.855
525.0,71.016
530.0,67.562
535.0,64.59
540.0,62.262
545.0,61.631
550.0,62.47
555.0,65.041
560.0,68.331
565.0,72.921
570.0,77.846
575.0,82.6
580.0,85.782
585.0,88.759
590.0,89.14
595.0,87.96
600.0,85.645
605.0,82.48
610.0,78.602
615.0,75.296
620.0,71.521
625.0,69.195
630.0,67.485
635.0,65.923
640.0,65.199
645.0,65.26
650.0,65.745
655.0,66.9
660.0,68.597
665.0,70.093
670.0,72.474
675.0,74.793
680.0,78.123
685.0,80.386
690.0,83.599
695.0,85.231
700.0,86.77
705.0,88.72
710.0,89.324
715.0,89.301
720.0,88.742
725.0,88.266
730.0,86.667
735.0,84.902
740.0,82.994
745.0,80.584
750.0,78.544
755.0,76.295
760.0,74.241
765.0,72.529
770.0,70.799
775.0,69.532
780.0,68.251
785.0,67.044
790.0,66.085
795.0,65.901
800.0,65.133
805.0,65.291
810.0,65.386
815.0,65.187
820.0,65.027
825.0,66.347
830.0,67.089
835.0,67.81
840.0,69.188
845.0,69.885
850.0,70.863
