$\lambda$ $(nm)$,$T$
300.0,-0.028
305.0,-0.013
310.0,0.016
315.0,0.024
320.0,0.073
325.0,0.13
330.0,0.16
335.0,0.224
340.0,0.294
345.0,0.376
350.0,0.456
355.0,0.565
360.0,0.664
365.0,0.793
370.0,0.951
375.0,1.128
380.0,1.375
385.0,1.695
390.0,2.187
395.0,2.924
400.0,4.19
405.0,6.292
410.0,9.322
415.0,13.451
420.0,19.066
425.0,25.525
430.0,32.282
435.0,40.142
440.0,49.713
445.0,60.571
450.0,69.906
455.0,75.052
460.0,75.165
465.0,72.423
470.0,68.111
475.0,64.574
480.0,62.333
485.0,61.357
490.0,61.787
495.0,63.49
500.0,66.097
505.0,69.431
510.0,73.722
515.0,78.377
520.0,82.468
525.0,85.868
530.0,88.32
535.0,89.322
540.0,88.838
545.0,87.209
550.0,84.698
555.0,81.729
560.0,78.876
565.0,75.776
570.0,73.048
575.0,70.532
580.0,67.995
585.0,67.107
590.0,66.081
595.0,65.449
600.0,65.312
605.0,65.442
610.0,65.989
615.0,66.721
620.0,67.904
625.0,69.458
630.0,71.402
635.0,73.511
640.0,75.327
645.0,77.333
650.0,79.678
655.0,81.807
660.0,83.628
665.0,85.185
670.0,86.756
675.0,87.654
680.0,89.068
685.0,89.223
690.0,89.989
695.0,89.512
700.0,88.777
705.0,88.071
710.0,87.305
715.0,85.482
720.0,84.232
725.0,83.215
730.0,81.467
735.0,79.778
740.0,78.446
745.0,76.45
750.0,75.397
755.0,73.785
760.0,72.498
765.0,71.867
770.0,70.64
775.0,69.52
780.0,68.791
785.0,67.824
790.0,66.998
795.0,66.868
800.0,66.215
805.0,66.021
810.0,66.52
815.0,65.463
820.0,65.452
825.0,65.736
830.0,65.93
835.0,65.974
840.0,65.903
845.0,67.179
850.0,66.834
