$\lambda$ $(nm)$,$T$
300.0,-0.035
305.0,-0.034
310.0,-0.032
315.0,-0.027
320.0,-0.042
325.0,-0.032
330.0,-0.029
335.0,-0.026
340.0,-0.021
345.0,-0.013
350.0,-0.008
355.0,0.004
360.0,0.004
365.0,0.022
370.0,0.027
375.0,0.042
380.0,0.061
385.0,0.08
390.0,0.1
395.0,0.138
400.0,0.182
405.0,0.222
410.0,0.251
415.0,0.327
420.0,0.424
425.0,0.574
430.0,0.795
435.0,1.152
440.0,1.797
445.0,2.906
450.0,4.924
455.0,8.136
460.0,12.623
465.0,18.344
470.0,24.088
475.0,30.191
480.0,36.863
485.0,44.225
490.0,53.231
495.0,62.681
500.0,70.365
505.0,73.845
510.0,73.629
515.0,70.737
520.0,66.782
525.0,64.048
530.0,62.332
535.0,62.479
540.0,63.882
545.0,66.908
550.0,71.249
555.0,75.732
560.0,80.345
565.0,84.548
570.0,87.845
575.0,89.214
580.0,88.295
585.0,87.036
590.0,83.886
595.0,79.934
600.0,76.353
605.0,73.167
610.0,70.173
615.0,68.089
620.0,66.163
625.0,65.553
630.0,65.521
635.0,65.845
640.0,66.773
645.0,68.351
650.0,70.356
655.0,72.749
660.0,75.6
665.0,77.664
670.0,80.229
675.0,82.814
680.0,85.617
685.0,87.239
690.0,89.149
695.0,89.198
700.0,89.144
705.0,89.036
710.0,87.894
715.0,86.044
720.0,84.29
725.0,82.753
730.0,80.264
735.0,78.632
740.0,76.267
745.0,73.715
750.0,72.393
755.0,70.732
760.0,69.176
765.0,67.916
770.0,66.848
775.0,66.412
780.0,65.913
785.0,65.327
790.0,65.137
795.0,65.422
800.0,65.691
805.0,66.675
810.0,67.508
815.0,67.199
820.0,68.474
825.0,70.129
830.0,70.707
835.0,71.977
840.0,73.38
845.0,74.997
850.0,76.415
