$\lambda$ $(nm)$,$T$
300.0,-0.024
305.0,-0.03
310.0,-0.033
315.0,-0.025
320.0,-0.024
325.0,-0.032
330.0,-0.014
335.0,-0.007
340.0,0.009
345.0,0.007
350.0,0.036
355.0,0.051
360.0,0.067
365.0,0.106
370.0,0.122
375.0,0.164
380.0,0.199
385.0,0.255
390.0,0.295
395.0,0.36
400.0,0.456
405.0,0.568
410.0,0.736
415.0,0.987
420.0,1.384
425.0,2.13
430.0,3.246
435.0,5.094
440.0,7.925
445.0,11.952
450.0,17.563
455.0,24.863
460.0,33.857
465.0,43.943
470.0,52.227
475.0,57.5
480.0,58.773
485.0,57.788
490.0,56.773
495.0,56.619
500.0,58.293
505.0,61.334
510.0,66.167
515.0,72.067
520.0,77.817
525.0,82.784
530.0,86.216
535.0,86.958
540.0,85.542
545.0,82.42
550.0,78.265
555.0,74.495
560.0,71.117
565.0,68.021
570.0,65.886
575.0,64.618
580.0,63.719
585.0,64.702
590.0,65.403
595.0,67.118
600.0,69.269
605.0,72.034
610.0,74.965
615.0,78.126
620.0,81.226
625.0,83.977
630.0,86.574
635.0,88.308
640.0,89.078
645.0,89.42
650.0,88.606
655.0,87.305
660.0,85.134
665.0,83.314
670.0,80.757
675.0,78.133
680.0,76.161
685.0,73.936
690.0,72.326
695.0,70.272
700.0,68.677
705.0,67.615
710.0,66.633
715.0,65.707
720.0,65.578
725.0,65.842
730.0,65.61
735.0,66.091
740.0,66.43
745.0,66.91
750.0,68.198
755.0,69.314
760.0,70.452
765.0,72.141
770.0,73.421
775.0,74.873
780.0,76.575
785.0,77.856
790.0,79.605
795.0,81.028
800.0,82.565
805.0,83.752
810.0,85.757
815.0,85.549
820.0,86.941
825.0,88.475
830.0,88.25
835.0,88.872
840.0,89.869
845.0,87.567
850.0,87.866
