$\lambda$ $(nm)$,$T$
300.0,-0.043
305.0,-0.037
310.0,-0.026
315.0,-0.029
320.0,-0.016
325.0,-0.018
330.0,-0.009
335.0,-0.004
340.0,0.0
345.0,0.014
350.0,0.028
355.0,0.047
360.0,0.058
365.0,0.067
370.0,0.105
375.0,0.126
380.0,0.165
385.0,0.198
390.0,0.24
395.0,0.288
400.0,0.358
405.0,0.435
410.0,0.527
415.0,0.648
420.0,0.858
425.0,1.211
430.0,1.728
435.0,2.585
440.0,4.005
445.0,6.261
450.0,9.834
455.0,14.892
460.0,21.478
465.0,29.448
470.0,37.689
475.0,46.173
480.0,52.796
485.0,56.328
490.0,57.521
495.0,57.666
500.0,58.168
505.0,59.408
510.0,62.56
515.0,66.662
520.0,71.399
525.0,76.335
530.0,80.384
535.0,83.872
540.0,84.784
545.0,84.27
550.0,82.145
555.0,79.481
560.0,76.088
565.0,72.739
570.0,70.065
575.0,67.848
580.0,66.238
585.0,66.143
590.0,66.008
595.0,66.891
600.0,68.362
605.0,70.319
610.0,72.4
615.0,74.927
620.0,77.54
625.0,80.225
630.0,83.033
635.0,84.922
640.0,86.288
645.0,87.499
650.0,87.992
655.0,87.65
660.0,86.455
665.0,85.265
670.0,83.882
675.0,81.59
680.0,79.472
685.0,77.242
690.0,75.379
695.0,73.255
700.0,71.347
705.0,70.034
710.0,68.834
715.0,67.394
720.0,66.769
725.0,66.516
730.0,66.273
735.0,66.324
740.0,66.429
745.0,66.621
750.0,67.416
755.0,68.447
760.0,68.874
765.0,70.582
770.0,71.607
775.0,72.975
780.0,74.455
785.0,75.506
790.0,76.723
795.0,78.664
800.0,80.157
805.0,81.406
810.0,83.092
815.0,83.071
820.0,84.195
825.0,85.609
830.0,85.776
835.0,88.009
840.0,88.242
845.0,87.917
850.0,86.942
