$\lambda$ $(nm)$,$T$
300.0,-0.036
305.0,-0.038
310.0,-0.037
315.0,-0.033
320.0,-0.034
325.0,-0.027
330.0,-0.017
335.0,-0.01
340.0,-0.001
345.0,-0.001
350.0,0.017
355.0,0.033
360.0,0.04
365.0,0.05
370.0,0.085
375.0,0.1
380.0,0.125
385.0,0.156
390.0,0.211
395.0,0.238
400.0,0.295
405.0,0.351
410.0,0.435
415.0,0.527
420.0,0.686
425.0,0.937
430.0,1.314
435.0,1.904
440.0,2.967
445.0,4.62
450.0,7.322
455.0,11.272
460.0,16.566
465.0,23.565
470.0,31.864
475.0,41.584
480.0,50.56
485.0,56.343
490.0,58.546
495.0,58.473
500.0,57.378
505.0,56.933
510.0,58.052
515.0,61.056
520.0,65.424
525.0,70.736
530.0,76.792
535.0,82.156
540.0,85.576
545.0,87.336
550.0,86.652
555.0,84.395
560.0,81.098
565.0,77.097
570.0,73.386
575.0,69.835
580.0,66.838
585.0,65.802
590.0,64.856
595.0,64.721
600.0,65.281
605.0,66.537
610.0,68.27
615.0,70.495
620.0,73.285
625.0,76.317
630.0,79.509
635.0,82.305
640.0,84.876
645.0,86.99
650.0,88.783
655.0,89.456
660.0,89.297
665.0,88.467
670.0,87.135
675.0,84.873
680.0,83.267
685.0,80.641
690.0,78.997
695.0,76.121
700.0,73.939
705.0,72.312
710.0,70.528
715.0,68.83
720.0,67.563
725.0,67.066
730.0,66.259
735.0,66.028
740.0,65.575
745.0,65.145
750.0,65.597
755.0,66.379
760.0,66.766
765.0,67.816
770.0,68.852
775.0,70.045
780.0,71.321
785.0,72.741
790.0,73.946
795.0,75.553
800.0,76.897
805.0,79.056
810.0,80.738
815.0,81.387
820.0,82.785
825.0,84.237
830.0,85.293
835.0,86.404
840.0,88.007
845.0,88.312
850.0,87.872
