$\lambda$ $(nm)$,$T$
300.0,-0.011
305.0,0.023
310.0,0.069
315.0,0.141
320.0,0.234
325.0,0.325
330.0,0.433
335.0,0.53
340.0,0.703
345.0,0.835
350.0,0.99
355.0,1.202
360.0,1.387
365.0,1.611
370.0,1.853
375.0,2.147
380.0,2.526
385.0,3.101
390.0,3.931
395.0,5.193
400.0,7.327
405.0,10.708
410.0,15.424
415.0,21.838
420.0,29.727
425.0,37.086
430.0,41.843
435.0,45.251
440.0,48.344
445.0,52.36
450.0,57.515
455.0,63.593
460.0,70.411
465.0,77.486
470.0,83.216
475.0,86.961
480.0,88.018
485.0,86.68
490.0,83.952
495.0,80.596
500.0,76.63
505.0,72.761
510.0,69.773
515.0,67.382
520.0,65.79
525.0,64.758
530.0,64.509
535.0,64.787
540.0,65.562
545.0,67.051
550.0,68.839
555.0,70.958
560.0,72.903
565.0,75.395
570.0,78.458
575.0,81.122
580.0,83.335
585.0,85.943
590.0,87.869
595.0,89.28
600.0,90.286
605.0,90.729
610.0,90.635
615.0,89.933
620.0,88.652
625.0,87.508
630.0,86.37
635.0,84.225
640.0,82.318
645.0,80.514
650.0,78.429
655.0,76.803
660.0,75.051
665.0,73.359
670.0,71.753
675.0,70.491
680.0,69.783
685.0,68.693
690.0,68.247
695.0,67.354
700.0,66.752
705.0,66.735
710.0,66.476
715.0,66.273
720.0,66.3
725.0,66.853
730.0,66.723
735.0,67.53
740.0,67.587
745.0,67.969
750.0,68.828
755.0,69.982
760.0,70.225
765.0,71.554
770.0,72.207
775.0,73.289
780.0,74.097
785.0,74.902
790.0,75.848
795.0,77.544
800.0,78.019
805.0,79.172
810.0,80.541
815.0,80.831
820.0,81.934
825.0,83.267
830.0,84.033
835.0,85.195
840.0,85.516
845.0,86.864
850.0,87.493
