$\lambda$ $(nm)$,$T$
300.0,-0.033
305.0,-0.026
310.0,-0.02
315.0,0.002
320.0,0.021
325.0,0.044
330.0,0.087
335.0,0.124
340.0,0.162
345.0,0.212
350.0,0.264
355.0,0.334
360.0,0.402
365.0,0.52
370.0,0.609
375.0,0.772
380.0,1.024
385.0,1.379
390.0,1.957
395.0,3.031
400.0,4.89
405.0,8.056
410.0,12.284
415.0,17.811
420.0,25.285
425.0,35.228
430.0,46.765
435.0,58.362
440.0,65.577
445.0,67.019
450.0,64.15
455.0,60.838
460.0,59.201
465.0,59.241
470.0,62.778
475.0,67.479
480.0,73.533
485.0,79.802
490.0,85.601
495.0,89.379
500.0,90.128
505.0,87.544
510.0,83.472
515.0,78.921
520.0,74.165
525.0,70.429
530.0,67.603
535.0,65.692
540.0,64.921
545.0,65.011
550.0,65.938
555.0,67.564
560.0,69.709
565.0,72.423
570.0,76.228
575.0,79.812
580.0,82.682
585.0,86.171
590.0,88.383
595.0,90.164
600.0,90.984
605.0,90.654
610.0,89.614
615.0,87.649
620.0,85.188
625.0,82.578
630.0,80.176
635.0,77.518
640.0,75.01
645.0,72.816
650.0,70.898
655.0,69.329
660.0,67.706
665.0,67.082
670.0,66.489
675.0,65.821
680.0,66.301
685.0,66.261
690.0,67.056
695.0,67.746
700.0,68.411
705.0,69.615
710.0,71.435
715.0,72.439
720.0,74.316
725.0,76.46
730.0,77.951
735.0,79.937
740.0,81.614
745.0,82.872
750.0,84.591
755.0,86.479
760.0,87.096
765.0,88.293
770.0,89.265
775.0,89.246
780.0,89.806
785.0,89.578
790.0,88.831
795.0,88.673
800.0,88.048
805.0,87.661
810.0,85.886
815.0,84.552
820.0,83.429
825.0,82.445
830.0,81.229
835.0,79.457
840.0,78.35
845.0,76.377
850.0,75.866
