$\lambda$ $(nm)$,$T$
300.0,-0.029
305.0,-0.016
310.0,0.005
315.0,0.043
320.0,0.062
325.0,0.112
330.0,0.159
335.0,0.223
340.0,0.301
345.0,0.375
350.0,0.471
355.0,0.589
360.0,0.661
365.0,0.826
370.0,0.996
375.0,1.219
380.0,1.626
385.0,2.137
390.0,3.09
395.0,4.631
400.0,7.243
405.0,11.79
410.0,18.173
415.0,26.511
420.0,35.743
425.0,42.676
430.0,45.733
435.0,48.093
440.0,51.721
445.0,57.205
450.0,64.861
455.0,73.147
460.0,80.692
465.0,86.181
470.0,86.551
475.0,83.62
480.0,79.083
485.0,73.975
490.0,69.705
495.0,66.629
500.0,64.564
505.0,63.775
510.0,64.092
515.0,65.524
520.0,67.645
525.0,70.786
530.0,74.442
535.0,78.147
540.0,82.117
545.0,85.67
550.0,88.365
555.0,89.855
560.0,90.264
565.0,89.412
570.0,88.125
575.0,85.571
580.0,82.085
585.0,79.955
590.0,77.119
595.0,74.294
600.0,72.015
605.0,70.006
610.0,68.291
615.0,67.133
620.0,66.234
625.0,66.0
630.0,66.032
635.0,66.225
640.0,66.767
645.0,67.694
650.0,68.887
655.0,70.147
660.0,71.51
665.0,73.281
670.0,75.156
675.0,76.831
680.0,79.387
685.0,81.012
690.0,83.19
695.0,84.933
700.0,86.192
705.0,87.996
710.0,88.945
715.0,88.985
720.0,89.441
725.0,90.421
730.0,89.75
735.0,89.238
740.0,88.248
745.0,86.773
750.0,86.213
755.0,85.199
760.0,83.234
765.0,82.04
770.0,80.627
775.0,79.131
780.0,77.719
785.0,76.015
790.0,74.353
795.0,73.608
800.0,71.952
805.0,71.257
810.0,70.675
815.0,68.788
820.0,68.503
825.0,67.735
830.0,67.618
835.0,66.427
840.0,66.288
845.0,66.465
850.0,65.53
