$\lambda$ $(nm)$,$T$
300.0,-0.031
305.0,-0.033
310.0,-0.031
315.0,-0.01
320.0,0.006
325.0,0.037
330.0,0.048
335.0,0.081
340.0,0.117
345.0,0.158
350.0,0.199
355.0,0.255
360.0,0.305
365.0,0.371
370.0,0.502
375.0,0.561
380.0,0.761
385.0,0.965
390.0,1.318
395.0,1.906
400.0,2.987
405.0,4.86
410.0,7.663
415.0,11.829
420.0,17.663
425.0,25.262
430.0,33.919
435.0,43.746
440.0,54.364
445.0,62.292
450.0,65.608
455.0,64.513
460.0,61.932
465.0,60.577
470.0,60.447
475.0,62.06
480.0,65.532
485.0,70.286
490.0,75.732
495.0,81.049
500.0,85.093
505.0,86.968
510.0,86.545
515.0,84.166
520.0,80.54
525.0,76.581
530.0,72.788
535.0,69.366
540.0,67.131
545.0,65.682
550.0,65.057
555.0,65.648
560.0,66.508
565.0,68.6
570.0,70.765
575.0,73.446
580.0,76.076
585.0,79.41
590.0,82.36
595.0,85.24
600.0,87.115
605.0,88.403
610.0,88.871
615.0,88.579
620.0,87.573
625.0,85.842
630.0,84.256
635.0,81.897
640.0,79.128
645.0,76.861
650.0,74.473
655.0,72.304
660.0,70.243
665.0,69.036
670.0,67.986
675.0,66.943
680.0,66.475
685.0,66.057
690.0,66.242
695.0,66.279
700.0,66.508
705.0,67.38
710.0,68.507
715.0,69.329
720.0,70.514
725.0,71.998
730.0,73.644
735.0,75.292
740.0,76.889
745.0,77.977
750.0,79.729
755.0,81.759
760.0,83.057
765.0,84.565
770.0,85.927
775.0,86.731
780.0,87.907
785.0,87.695
790.0,87.648
795.0,88.444
800.0,88.022
805.0,88.192
810.0,87.728
815.0,85.643
820.0,85.272
825.0,84.662
830.0,83.163
835.0,81.779
840.0,81.125
845.0,81.257
850.0,78.934
