$\lambda$ $(nm)$,$T$
300.0,-0.032
305.0,-0.054
310.0,-0.042
315.0,-0.039
320.0,-0.035
325.0,-0.032
330.0,-0.031
335.0,-0.031
340.0,-0.033
345.0,-0.023
350.0,-0.022
355.0,-0.027
360.0,-0.018
365.0,-0.017
370.0,-0.018
375.0,0.002
380.0,0.001
385.0,0.009
390.0,0.02
395.0,0.03
400.0,0.048
405.0,0.071
410.0,0.082
415.0,0.101
420.0,0.133
425.0,0.166
430.0,0.19
435.0,0.251
440.0,0.315
445.0,0.408
450.0,0.584
455.0,0.892
460.0,1.447
465.0,2.465
470.0,4.15
475.0,7.284
480.0,12.137
485.0,18.442
490.0,25.474
495.0,31.682
500.0,36.649
505.0,41.224
510.0,47.023
515.0,54.358
520.0,62.818
525.0,70.725
530.0,76.426
535.0,78.516
540.0,76.671
545.0,72.852
550.0,68.39
555.0,65.4
560.0,63.351
565.0,62.762
570.0,63.56
575.0,65.601
580.0,68.305
585.0,72.562
590.0,76.966
595.0,81.471
600.0,85.265
605.0,87.903
610.0,88.92
615.0,88.841
620.0,86.621
625.0,84.032
630.0,81.311
635.0,77.498
640.0,74.187
645.0,71.236
650.0,68.9
655.0,67.087
660.0,65.756
665.0,64.878
670.0,64.905
675.0,65.26
680.0,66.508
685.0,67.698
690.0,69.826
695.0,71.56
700.0,73.768
705.0,76.615
710.0,79.396
715.0,81.376
720.0,83.929
725.0,86.275
730.0,87.636
735.0,89.138
740.0,89.212
745.0,88.965
750.0,88.716
755.0,87.681
760.0,85.922
765.0,84.132
770.0,82.377
775.0,80.537
780.0,78.698
785.0,76.464
790.0,74.298
795.0,72.587
800.0,70.529
805.0,69.932
810.0,68.643
815.0,67.209
820.0,66.262
825.0,65.422
830.0,65.372
835.0,65.226
840.0,65.336
845.0,65.736
850.0,65.473
