$\lambda$ $(nm)$,$T$
300.0,-0.03
305.0,-0.039
310.0,-0.039
315.0,-0.033
320.0,-0.02
325.0,-0.026
330.0,-0.028
335.0,-0.021
340.0,-0.022
345.0,-0.008
350.0,-0.004
355.0,0.014
360.0,0.03
365.0,0.04
370.0,0.053
375.0,0.07
380.0,0.104
385.0,0.124
390.0,0.154
395.0,0.192
400.0,0.235
405.0,0.287
410.0,0.336
415.0,0.405
420.0,0.485
425.0,0.603
430.0,0.728
435.0,0.956
440.0,1.285
445.0,1.851
450.0,2.84
455.0,4.51
460.0,7.095
465.0,11.219
470.0,16.691
475.0,24.377
480.0,33.066
485.0,40.446
490.0,45.913
495.0,48.833
500.0,50.275
505.0,51.815
510.0,54.814
515.0,59.201
520.0,64.903
525.0,71.284
530.0,77.705
535.0,82.851
540.0,85.681
545.0,86.18
550.0,84.055
555.0,81.05
560.0,77.271
565.0,73.411
570.0,70.081
575.0,67.255
580.0,65.118
585.0,65.019
590.0,64.953
595.0,65.526
600.0,67.058
605.0,69.021
610.0,71.497
615.0,74.176
620.0,77.541
625.0,80.702
630.0,83.661
635.0,86.109
640.0,87.998
645.0,89.267
650.0,89.734
655.0,89.558
660.0,88.025
665.0,86.345
670.0,84.12
675.0,81.629
680.0,79.683
685.0,77.355
690.0,75.355
695.0,72.982
700.0,70.991
705.0,69.658
710.0,68.219
715.0,67.08
720.0,66.195
725.0,66.141
730.0,65.712
735.0,65.767
740.0,65.952
745.0,66.072
750.0,66.895
755.0,68.064
760.0,69.087
765.0,70.055
770.0,71.379
775.0,72.951
780.0,74.638
785.0,75.83
790.0,77.129
795.0,79.328
800.0,80.425
805.0,82.306
810.0,83.599
815.0,84.747
820.0,86.033
825.0,86.953
830.0,87.434
835.0,88.831
840.0,89.071
845.0,89.242
850.0,87.219
