$\lambda$ $(nm)$,$T$
300.0,-0.035
305.0,-0.024
310.0,-0.013
315.0,0.033
320.0,0.051
325.0,0.08
330.0,0.131
335.0,0.198
340.0,0.216
345.0,0.324
350.0,0.383
355.0,0.5
360.0,0.643
365.0,0.897
370.0,1.23
375.0,1.817
380.0,2.964
385.0,4.999
390.0,8.429
395.0,14.378
400.0,23.301
405.0,33.731
410.0,40.914
415.0,44.674
420.0,47.915
425.0,53.796
430.0,62.254
435.0,72.15
440.0,81.0
445.0,84.621
450.0,82.34
455.0,76.492
460.0,70.283
465.0,66.283
470.0,63.803
475.0,63.535
480.0,65.359
485.0,68.385
490.0,73.176
495.0,78.513
500.0,83.912
505.0,87.983
510.0,90.065
515.0,89.507
520.0,87.339
525.0,83.52
530.0,79.693
535.0,75.7
540.0,72.008
545.0,69.292
550.0,67.286
555.0,66.218
560.0,65.865
565.0,66.242
570.0,67.609
575.0,69.621
580.0,71.463
585.0,74.255
590.0,77.304
595.0,80.338
600.0,83.48
605.0,86.198
610.0,88.202
615.0,89.69
620.0,90.245
625.0,90.37
630.0,89.537
635.0,88.102
640.0,86.014
645.0,83.617
650.0,81.136
655.0,78.8
660.0,76.131
665.0,74.048
670.0,72.162
675.0,70.366
680.0,69.249
685.0,68.121
690.0,67.621
695.0,66.919
700.0,66.206
705.0,66.563
710.0,67.206
715.0,67.085
720.0,68.028
725.0,68.935
730.0,69.934
735.0,71.276
740.0,72.552
745.0,73.614
750.0,75.64
755.0,77.379
760.0,78.759
765.0,80.33
770.0,81.899
775.0,83.218
780.0,84.893
785.0,85.931
790.0,86.916
795.0,87.931
800.0,88.071
805.0,89.219
810.0,88.754
815.0,88.385
820.0,88.865
825.0,88.181
830.0,87.68
835.0,86.887
840.0,86.526
845.0,85.045
850.0,83.582
