$\lambda$ $(nm)$,$T$
300.0,-0.028
305.0,-0.032
310.0,-0.026
315.0,-0.03
320.0,-0.023
325.0,-0.017
330.0,0.004
335.0,0.013
340.0,0.032
345.0,0.056
350.0,0.08
355.0,0.109
360.0,0.152
365.0,0.196
370.0,0.232
375.0,0.283
380.0,0.347
385.0,0.426
390.0,0.517
395.0,0.637
400.0,0.817
405.0,1.043
410.0,1.365
415.0,1.88
420.0,2.847
425.0,4.496
430.0,6.856
435.0,10.546
440.0,16.129
445.0,23.657
450.0,32.639
455.0,40.786
460.0,46.025
465.0,48.757
470.0,49.968
475.0,51.455
480.0,54.566
485.0,59.074
490.0,65.343
495.0,72.308
500.0,79.043
505.0,83.695
510.0,85.911
515.0,84.92
520.0,81.752
525.0,77.677
530.0,73.264
535.0,69.612
540.0,66.569
545.0,64.579
550.0,63.6
555.0,63.636
560.0,64.179
565.0,65.896
570.0,68.33
575.0,71.345
580.0,74.166
585.0,78.055
590.0,81.208
595.0,84.502
600.0,87.105
605.0,88.852
610.0,89.466
615.0,89.475
620.0,88.211
625.0,86.656
630.0,84.839
635.0,82.053
640.0,79.48
645.0,76.96
650.0,74.433
655.0,72.204
660.0,70.009
665.0,68.519
670.0,67.212
675.0,66.111
680.0,65.858
685.0,65.244
690.0,65.648
695.0,65.615
700.0,65.903
705.0,67.063
710.0,67.762
715.0,68.595
720.0,70.115
725.0,71.753
730.0,73.314
735.0,75.289
740.0,76.683
745.0,77.705
750.0,80.212
755.0,82.133
760.0,83.322
765.0,84.878
770.0,86.471
775.0,87.263
780.0,88.224
785.0,88.72
790.0,88.64
795.0,88.902
800.0,88.762
805.0,88.664
810.0,87.934
815.0,86.41
820.0,85.783
825.0,84.907
830.0,83.385
835.0,82.008
840.0,80.856
845.0,79.651
850.0,77.958
