$\lambda$ $(nm)$,$T$
300.0,-0.029
305.0,-0.02
310.0,-0.034
315.0,-0.034
320.0,-0.026
325.0,-0.026
330.0,-0.01
335.0,0.001
340.0,-0.006
345.0,0.018
350.0,0.03
355.0,0.051
360.0,0.076
365.0,0.095
370.0,0.136
375.0,0.177
380.0,0.211
385.0,0.262
390.0,0.321
395.0,0.4
400.0,0.501
405.0,0.657
410.0,0.869
415.0,1.224
420.0,1.854
425.0,2.987
430.0,4.779
435.0,7.433
440.0,11.39
445.0,16.616
450.0,22.984
455.0,30.76
460.0,39.815
465.0,50.514
470.0,59.475
475.0,65.655
480.0,67.487
485.0,65.536
490.0,62.653
495.0,60.756
500.0,60.254
505.0,61.298
510.0,64.356
515.0,69.085
520.0,74.591
525.0,80.129
530.0,84.948
535.0,88.124
540.0,89.05
545.0,88.015
550.0,84.827
555.0,81.129
560.0,77.195
565.0,73.45
570.0,70.227
575.0,67.641
580.0,65.782
585.0,65.345
590.0,65.35
595.0,65.968
600.0,67.346
605.0,69.182
610.0,71.451
615.0,74.133
620.0,77.331
625.0,80.419
630.0,83.481
635.0,85.999
640.0,88.057
645.0,89.661
650.0,90.026
655.0,90.098
660.0,89.028
665.0,87.454
670.0,85.58
675.0,83.141
680.0,81.356
685.0,78.752
690.0,76.827
695.0,74.165
700.0,72.13
705.0,70.599
710.0,69.165
715.0,67.833
720.0,66.741
725.0,66.624
730.0,66.05
735.0,66.272
740.0,66.059
745.0,66.227
750.0,66.616
755.0,67.638
760.0,68.156
765.0,69.267
770.0,70.8
775.0,71.79
780.0,73.203
785.0,74.946
790.0,75.843
795.0,77.631
800.0,79.215
805.0,81.219
810.0,82.942
815.0,83.505
820.0,84.662
825.0,86.421
830.0,86.986
835.0,87.745
840.0,88.44
845.0,90.132
850.0,89.245
