$\lambda$ $(nm)$,$T$
300.0,-0.034
305.0,-0.029
310.0,-0.007
315.0,0.002
320.0,0.029
325.0,0.044
330.0,0.072
335.0,0.094
340.0,0.148
345.0,0.198
350.0,0.259
355.0,0.34
360.0,0.46
365.0,0.691
370.0,1.072
375.0,1.716
380.0,3.261
385.0,5.966
390.0,10.751
395.0,17.577
400.0,24.895
405.0,32.904
410.0,42.23
415.0,54.426
420.0,66.485
425.0,71.472
430.0,68.737
435.0,63.773
440.0,60.739
445.0,61.035
450.0,64.519
455.0,69.512
460.0,78.006
465.0,85.111
470.0,88.262
475.0,87.473
480.0,83.3
485.0,78.002
490.0,72.437
495.0,68.367
500.0,65.853
505.0,64.833
510.0,65.66
515.0,67.84
520.0,71.098
525.0,75.363
530.0,79.839
535.0,83.913
540.0,87.51
545.0,89.533
550.0,89.721
555.0,88.547
560.0,85.763
565.0,82.479
570.0,78.876
575.0,75.187
580.0,71.907
585.0,70.056
590.0,68.085
595.0,66.951
600.0,66.498
605.0,66.632
610.0,67.256
615.0,68.517
620.0,70.353
625.0,72.418
630.0,74.931
635.0,77.499
640.0,80.223
645.0,83.115
650.0,85.363
655.0,87.416
660.0,88.83
665.0,89.364
670.0,89.604
675.0,89.044
680.0,88.557
685.0,86.781
690.0,85.633
695.0,83.2
700.0,80.82
705.0,78.788
710.0,77.08
715.0,74.356
720.0,73.069
725.0,71.531
730.0,70.259
735.0,69.1
740.0,67.952
745.0,66.997
750.0,66.777
755.0,66.675
760.0,66.282
765.0,66.837
770.0,67.249
775.0,67.717
780.0,68.63
785.0,68.658
790.0,69.693
795.0,71.03
800.0,71.819
805.0,74.016
810.0,75.39
815.0,76.477
820.0,77.718
825.0,79.63
830.0,80.954
835.0,82.111
840.0,83.616
845.0,84.849
850.0,84.96
