$\lambda$ $(nm)$,$T$
300.0,-0.038
305.0,-0.044
310.0,-0.03
315.0,-0.029
320.0,-0.03
325.0,-0.007
330.0,-0.005
335.0,0.019
340.0,0.038
345.0,0.065
350.0,0.092
355.0,0.123
360.0,0.148
365.0,0.192
370.0,0.239
375.0,0.288
380.0,0.365
385.0,0.455
390.0,0.587
395.0,0.756
400.0,1.025
405.0,1.465
410.0,2.224
415.0,3.463
420.0,5.649
425.0,9.262
430.0,13.871
435.0,19.328
440.0,26.059
445.0,34.557
450.0,45.166
455.0,56.308
460.0,64.707
465.0,68.646
470.0,67.498
475.0,64.276
480.0,61.462
485.0,60.032
490.0,60.752
495.0,63.281
500.0,67.551
505.0,72.725
510.0,78.877
515.0,84.264
520.0,88.048
525.0,89.677
530.0,88.577
535.0,85.896
540.0,81.567
545.0,77.215
550.0,73.141
555.0,70.088
560.0,67.665
565.0,65.874
570.0,65.277
575.0,65.213
580.0,65.612
585.0,67.532
590.0,69.454
595.0,72.149
600.0,75.043
605.0,78.155
610.0,81.302
615.0,84.273
620.0,86.951
625.0,88.906
630.0,90.289
635.0,90.605
640.0,90.011
645.0,88.943
650.0,87.128
655.0,84.728
660.0,81.827
665.0,79.538
670.0,77.354
675.0,74.788
680.0,73.061
685.0,70.863
690.0,69.976
695.0,68.185
700.0,66.951
705.0,66.619
710.0,66.193
715.0,65.907
720.0,65.607
725.0,66.481
730.0,66.733
735.0,67.665
740.0,68.275
745.0,69.193
750.0,70.842
755.0,72.495
760.0,73.511
765.0,75.546
770.0,77.016
775.0,78.879
780.0,80.599
785.0,81.414
790.0,83.12
795.0,84.666
800.0,85.626
805.0,86.803
810.0,88.207
815.0,87.738
820.0,88.89
825.0,89.216
830.0,88.501
835.0,89.094
840.0,88.716
845.0,87.536
850.0,87.108
