$\lambda$ $(nm)$,$T$
300.0,-0.036
305.0,-0.024
310.0,-0.024
315.0,-0.021
320.0,-0.012
325.0,-0.001
330.0,0.03
335.0,0.042
340.0,0.068
345.0,0.091
350.0,0.147
355.0,0.187
360.0,0.228
365.0,0.289
370.0,0.352
375.0,0.41
380.0,0.509
385.0,0.563
390.0,0.665
395.0,0.783
400.0,0.9
405.0,1.071
410.0,1.244
415.0,1.479
420.0,1.836
425.0,2.365
430.0,3.146
435.0,4.316
440.0,6.134
445.0,8.943
450.0,13.078
455.0,18.662
460.0,25.951
465.0,34.936
470.0,43.641
475.0,51.159
480.0,55.94
485.0,57.848
490.0,57.846
495.0,57.733
500.0,57.67
505.0,58.629
510.0,60.515
515.0,63.843
520.0,67.705
525.0,72.287
530.0,77.099
535.0,81.657
540.0,85.232
545.0,87.754
550.0,88.764
555.0,88.784
560.0,87.349
565.0,84.938
570.0,82.188
575.0,78.951
580.0,75.426
585.0,73.363
590.0,70.986
595.0,68.879
600.0,67.346
605.0,66.411
610.0,65.686
615.0,65.473
620.0,65.537
625.0,66.175
630.0,67.329
635.0,68.289
640.0,69.903
645.0,71.707
650.0,73.74
655.0,75.9
660.0,77.633
665.0,79.743
670.0,81.908
675.0,83.331
680.0,85.586
685.0,86.756
690.0,88.535
695.0,89.117
700.0,89.358
705.0,89.902
710.0,89.908
715.0,88.825
720.0,88.145
725.0,87.469
730.0,86.419
735.0,84.735
740.0,83.412
745.0,81.293
750.0,80.174
755.0,78.572
760.0,76.743
765.0,75.964
770.0,74.26
775.0,72.832
780.0,71.81
785.0,70.701
790.0,69.421
795.0,68.748
800.0,67.824
805.0,67.038
810.0,66.74
815.0,65.934
820.0,66.163
825.0,65.516
830.0,65.383
835.0,65.618
840.0,65.969
845.0,66.22
850.0,64.754
