$\lambda$ $(nm)$,$T$
300.0,-0.045
305.0,-0.029
310.0,-0.035
315.0,-0.025
320.0,-0.015
325.0,-0.001
330.0,0.001
335.0,0.019
340.0,0.048
345.0,0.066
350.0,0.093
355.0,0.126
360.0,0.145
365.0,0.201
370.0,0.255
375.0,0.311
380.0,0.363
385.0,0.436
390.0,0.509
395.0,0.623
400.0,0.705
405.0,0.85
410.0,1.013
415.0,1.225
420.0,1.58
425.0,2.098
430.0,2.857
435.0,4.086
440.0,5.996
445.0,8.902
450.0,12.97
455.0,17.951
460.0,23.721
465.0,30.6
470.0,38.249
475.0,47.631
480.0,56.845
485.0,64.486
490.0,69.125
495.0,70.513
500.0,69.201
505.0,66.453
510.0,63.655
515.0,61.571
520.0,60.771
525.0,60.938
530.0,62.44
535.0,64.599
540.0,67.45
545.0,71.354
550.0,75.352
555.0,79.511
560.0,82.244
565.0,85.719
570.0,87.76
575.0,88.366
580.0,87.582
585.0,86.91
590.0,84.758
595.0,81.776
600.0,79.115
605.0,76.512
610.0,73.599
615.0,71.251
620.0,68.932
625.0,67.553
630.0,66.546
635.0,65.604
640.0,65.094
645.0,65.039
650.0,65.07
655.0,65.883
660.0,66.52
665.0,67.454
670.0,68.803
675.0,70.3
680.0,72.499
685.0,73.964
690.0,76.125
695.0,77.991
700.0,79.807
705.0,81.934
710.0,83.782
715.0,84.989
720.0,86.42
725.0,87.897
730.0,88.537
735.0,89.058
740.0,88.813
745.0,88.492
750.0,88.566
755.0,87.945
760.0,86.785
765.0,86.072
770.0,84.883
775.0,83.408
780.0,82.201
785.0,80.151
790.0,78.621
795.0,77.443
800.0,75.737
805.0,74.87
810.0,73.496
815.0,71.835
820.0,71.079
825.0,70.136
830.0,68.97
835.0,68.504
840.0,68.329
845.0,67.127
850.0,65.13
