$\lambda$ $(nm)$,$T$
300.0,-0.043
305.0,-0.027
310.0,-0.036
315.0,-0.029
320.0,-0.02
325.0,-0.017
330.0,0.0
335.0,0.0
340.0,0.024
345.0,0.039
350.0,0.059
355.0,0.07
360.0,0.107
365.0,0.134
370.0,0.173
375.0,0.218
380.0,0.265
385.0,0.311
390.0,0.375
395.0,0.465
400.0,0.576
405.0,0.704
410.0,0.909
415.0,1.208
420.0,1.728
425.0,2.644
430.0,4.074
435.0,6.199
440.0,9.687
445.0,14.541
450.0,21.513
455.0,29.884
460.0,38.636
465.0,45.943
470.0,51.993
475.0,54.949
480.0,55.811
485.0,56.419
490.0,57.955
495.0,60.854
500.0,65.194
505.0,70.253
510.0,75.536
515.0,80.195
520.0,83.621
525.0,84.813
530.0,84.568
535.0,82.045
540.0,78.918
545.0,75.177
550.0,71.856
555.0,69.242
560.0,67.323
565.0,66.251
570.0,65.897
575.0,66.187
580.0,66.974
585.0,69.17
590.0,71.262
595.0,73.958
600.0,76.834
605.0,79.491
610.0,82.368
615.0,84.636
620.0,86.323
625.0,87.518
630.0,88.332
635.0,88.097
640.0,87.214
645.0,85.926
650.0,83.934
655.0,81.635
660.0,79.037
665.0,77.292
670.0,75.498
675.0,72.954
680.0,71.595
685.0,69.861
690.0,69.096
695.0,67.555
700.0,66.877
705.0,66.517
710.0,66.336
715.0,66.266
720.0,66.366
725.0,67.889
730.0,68.036
735.0,69.114
740.0,70.145
745.0,70.826
750.0,72.348
755.0,74.562
760.0,75.627
765.0,77.109
770.0,78.858
775.0,80.212
780.0,81.957
785.0,82.959
790.0,83.8
795.0,85.775
800.0,86.552
805.0,86.925
810.0,88.185
815.0,87.293
820.0,88.063
825.0,87.901
830.0,87.225
835.0,86.726
840.0,86.454
845.0,86.25
850.0,85.176
