$\lambda$ $(nm)$,$T$
300.0,-0.042
305.0,-0.034
310.0,-0.035
315.0,-0.031
320.0,-0.03
325.0,-0.029
330.0,0.0
335.0,0.002
340.0,0.02
345.0,0.029
350.0,0.061
355.0,0.072
360.0,0.087
365.0,0.133
370.0,0.155
375.0,0.196
380.0,0.254
385.0,0.306
390.0,0.371
395.0,0.433
400.0,0.537
405.0,0.64
410.0,0.787
415.0,0.984
420.0,1.335
425.0,1.922
430.0,2.771
435.0,4.184
440.0,6.445
445.0,10.055
450.0,15.434
455.0,22.687
460.0,30.3
465.0,37.289
470.0,41.576
475.0,44.546
480.0,47.59
485.0,51.111
490.0,56.053
495.0,62.542
500.0,69.937
505.0,76.742
510.0,81.868
515.0,84.355
520.0,83.651
525.0,80.941
530.0,77.194
535.0,73.225
540.0,69.338
545.0,66.506
550.0,64.58
555.0,63.752
560.0,63.884
565.0,64.76
570.0,66.582
575.0,68.951
580.0,71.402
585.0,74.983
590.0,78.4
595.0,81.716
600.0,85.064
605.0,87.204
610.0,88.802
615.0,89.445
620.0,89.032
625.0,87.857
630.0,86.674
635.0,84.298
640.0,81.942
645.0,79.268
650.0,76.655
655.0,74.285
660.0,71.867
665.0,70.098
670.0,68.529
675.0,66.983
680.0,66.476
685.0,65.696
690.0,65.697
695.0,65.533
700.0,65.838
705.0,66.15
710.0,67.251
715.0,67.862
720.0,69.032
725.0,70.674
730.0,71.767
735.0,73.71
740.0,75.136
745.0,76.146
750.0,78.772
755.0,80.477
760.0,81.78
765.0,83.477
770.0,85.304
775.0,85.949
780.0,87.2
785.0,87.61
790.0,88.104
795.0,88.897
800.0,88.742
805.0,88.833
810.0,88.673
815.0,87.408
820.0,86.278
825.0,85.677
830.0,83.946
835.0,84.153
840.0,82.688
845.0,81.175
850.0,79.244
