$\lambda$ $(nm)$,$T$
300.0,-0.038
305.0,-0.037
310.0,-0.03
315.0,-0.024
320.0,-0.019
325.0,-0.016
330.0,-0.001
335.0,0.01
340.0,0.022
345.0,0.046
350.0,0.072
355.0,0.1
360.0,0.142
365.0,0.164
370.0,0.218
375.0,0.267
380.0,0.33
385.0,0.415
390.0,0.486
395.0,0.604
400.0,0.782
405.0,1.026
410.0,1.385
415.0,2.019
420.0,3.136
425.0,5.071
430.0,7.728
435.0,11.642
440.0,17.191
445.0,24.77
450.0,34.364
455.0,44.3
460.0,51.929
465.0,55.8
470.0,55.86
475.0,54.71
480.0,54.664
485.0,55.921
490.0,59.014
495.0,63.591
500.0,69.807
505.0,75.918
510.0,81.536
515.0,85.346
520.0,86.221
525.0,84.5
530.0,81.252
535.0,77.114
540.0,72.789
545.0,69.118
550.0,66.16
555.0,64.302
560.0,63.277
565.0,63.22
570.0,64.044
575.0,65.162
580.0,67.037
585.0,69.813
590.0,72.678
595.0,76.101
600.0,79.438
605.0,82.769
610.0,85.239
615.0,87.253
620.0,88.649
625.0,88.854
630.0,88.652
635.0,87.24
640.0,85.458
645.0,83.329
650.0,80.742
655.0,78.132
660.0,75.46
665.0,73.349
670.0,71.217
675.0,69.194
680.0,68.065
685.0,66.811
690.0,66.354
695.0,65.551
700.0,65.013
705.0,65.057
710.0,65.253
715.0,65.731
720.0,66.203
725.0,67.552
730.0,68.378
735.0,69.869
740.0,70.856
745.0,72.094
750.0,74.101
755.0,75.865
760.0,77.297
765.0,79.452
770.0,81.117
775.0,82.767
780.0,84.052
785.0,85.139
790.0,85.721
795.0,87.121
800.0,87.638
805.0,88.326
810.0,88.935
815.0,87.993
820.0,88.243
825.0,87.663
830.0,86.877
835.0,85.574
840.0,85.243
845.0,84.072
850.0,83.223
