$\lambda$ $(nm)$,$T$
300.0,-0.024
305.0,-0.033
310.0,-0.028
315.0,-0.003
320.0,0.016
325.0,0.042
330.0,0.085
335.0,0.11
340.0,0.155
345.0,0.226
350.0,0.294
355.0,0.394
360.0,0.509
365.0,0.802
370.0,1.216
375.0,1.981
380.0,3.681
385.0,6.742
390.0,11.825
395.0,18.568
400.0,25.831
405.0,34.547
410.0,45.2
415.0,58.204
420.0,68.509
425.0,70.219
430.0,65.818
435.0,61.364
440.0,60.309
445.0,62.191
450.0,67.353
455.0,74.845
460.0,82.01
465.0,87.673
470.0,88.585
475.0,85.71
480.0,80.771
485.0,75.005
490.0,69.983
495.0,66.794
500.0,65.225
505.0,65.129
510.0,66.876
515.0,69.778
520.0,73.796
525.0,78.321
530.0,82.948
535.0,86.694
540.0,89.353
545.0,90.413
550.0,89.453
555.0,87.008
560.0,83.916
565.0,80.18
570.0,76.657
575.0,73.173
580.0,70.233
585.0,68.798
590.0,67.297
595.0,66.609
600.0,66.718
605.0,67.209
610.0,68.403
615.0,69.972
620.0,72.104
625.0,74.644
630.0,77.295
635.0,79.976
640.0,82.694
645.0,85.375
650.0,87.513
655.0,88.914
660.0,89.971
665.0,89.919
670.0,89.595
675.0,88.685
680.0,87.756
685.0,85.541
690.0,83.895
695.0,81.292
700.0,78.92
705.0,77.375
710.0,75.103
715.0,72.913
720.0,71.534
725.0,70.584
730.0,68.956
735.0,68.35
740.0,67.659
745.0,66.809
750.0,67.002
755.0,66.8
760.0,66.887
765.0,66.977
770.0,67.768
775.0,68.239
780.0,69.418
785.0,70.477
790.0,71.176
795.0,72.664
800.0,73.689
805.0,75.529
810.0,77.089
815.0,78.194
820.0,79.398
825.0,81.942
830.0,82.944
835.0,83.999
840.0,84.691
845.0,85.886
850.0,86.292
