$\lambda$ $(nm)$,$T$
300.0,-0.034
305.0,-0.04
310.0,-0.036
315.0,-0.042
320.0,-0.027
325.0,-0.029
330.0,-0.028
335.0,-0.03
340.0,-0.022
345.0,-0.019
350.0,-0.02
355.0,-0.012
360.0,-0.012
365.0,-0.017
370.0,-0.009
375.0,0.005
380.0,0.028
385.0,0.034
390.0,0.05
395.0,0.062
400.0,0.09
405.0,0.105
410.0,0.129
415.0,0.156
420.0,0.206
425.0,0.233
430.0,0.289
435.0,0.355
440.0,0.409
445.0,0.514
450.0,0.701
455.0,1.014
460.0,1.553
465.0,2.541
470.0,4.131
475.0,6.935
480.0,11.103
485.0,16.377
490.0,22.896
495.0,30.768
500.0,40.365
505.0,49.796
510.0,58.213
515.0,62.551
520.0,62.761
525.0,61.111
530.0,58.979
535.0,58.03
540.0,58.035
545.0,59.896
550.0,63.353
555.0,68.008
560.0,72.953
565.0,78.689
570.0,83.714
575.0,87.31
580.0,88.133
585.0,88.377
590.0,85.893
595.0,82.129
600.0,78.312
605.0,74.71
610.0,70.994
615.0,68.403
620.0,66.147
625.0,64.9
630.0,64.61
635.0,64.348
640.0,64.925
645.0,66.364
650.0,68.192
655.0,70.375
660.0,72.935
665.0,75.392
670.0,78.472
675.0,81.0
680.0,84.265
685.0,86.41
690.0,88.191
695.0,89.332
700.0,89.439
705.0,89.595
710.0,88.764
715.0,87.0
720.0,84.913
725.0,83.618
730.0,81.225
735.0,78.792
740.0,76.364
745.0,74.017
750.0,72.315
755.0,70.78
760.0,69.163
765.0,67.849
770.0,66.825
775.0,65.844
780.0,65.673
785.0,64.867
790.0,64.572
795.0,64.953
800.0,65.028
805.0,65.672
810.0,66.29
815.0,67.112
820.0,67.376
825.0,69.148
830.0,69.819
835.0,71.985
840.0,72.783
845.0,74.754
850.0,75.168
