$\lambda$ $(nm)$,$T$
300.0,-0.039
305.0,-0.012
310.0,-0.003
315.0,0.035
320.0,0.084
325.0,0.13
330.0,0.19
335.0,0.269
340.0,0.363
345.0,0.439
350.0,0.552
355.0,0.667
360.0,0.787
365.0,0.916
370.0,1.082
375.0,1.211
380.0,1.403
385.0,1.592
390.0,1.856
395.0,2.138
400.0,2.478
405.0,2.992
410.0,3.688
415.0,4.704
420.0,6.361
425.0,8.999
430.0,12.427
435.0,16.669
440.0,21.866
445.0,27.125
450.0,33.195
455.0,39.313
460.0,45.63
465.0,53.254
470.0,61.275
475.0,69.753
480.0,76.399
485.0,80.647
490.0,82.32
495.0,81.752
500.0,79.374
505.0,75.734
510.0,72.351
515.0,69.485
520.0,66.911
525.0,65.333
530.0,64.263
535.0,63.883
540.0,64.043
545.0,64.929
550.0,66.544
555.0,68.097
560.0,70.174
565.0,72.571
570.0,75.426
575.0,78.388
580.0,80.7
585.0,83.588
590.0,85.775
595.0,87.767
600.0,89.19
605.0,90.087
610.0,90.49
615.0,90.271
620.0,89.428
625.0,88.538
630.0,87.404
635.0,85.541
640.0,83.605
645.0,81.678
650.0,79.788
655.0,78.052
660.0,76.197
665.0,74.194
670.0,72.523
675.0,71.143
680.0,70.194
685.0,69.163
690.0,68.328
695.0,67.687
700.0,66.491
705.0,66.53
710.0,66.256
715.0,65.859
720.0,65.893
725.0,66.345
730.0,66.202
735.0,66.808
740.0,66.94
745.0,67.358
750.0,68.138
755.0,68.818
760.0,69.553
765.0,70.457
770.0,71.399
775.0,72.031
780.0,73.26
785.0,73.792
790.0,74.818
795.0,76.03
800.0,76.726
805.0,78.624
810.0,79.818
815.0,79.879
820.0,80.917
825.0,82.425
830.0,83.627
835.0,84.039
840.0,85.138
845.0,85.984
850.0,85.469
