$\lambda$ $(nm)$,$T$
300.0,-0.033
305.0,-0.04
310.0,-0.045
315.0,-0.036
320.0,-0.033
325.0,-0.036
330.0,-0.023
335.0,-0.027
340.0,-0.031
345.0,-0.026
350.0,-0.027
355.0,-0.018
360.0,-0.02
365.0,-0.012
370.0,-0.01
375.0,-0.01
380.0,0.003
385.0,0.002
390.0,0.016
395.0,0.025
400.0,0.042
405.0,0.059
410.0,0.075
415.0,0.101
420.0,0.127
425.0,0.171
430.0,0.21
435.0,0.265
440.0,0.351
445.0,0.489
450.0,0.759
455.0,1.229
460.0,2.07
465.0,3.523
470.0,5.982
475.0,10.051
480.0,16.122
485.0,23.616
490.0,31.678
495.0,38.159
500.0,42.484
505.0,45.371
510.0,48.751
515.0,53.55
520.0,60.173
525.0,67.749
530.0,75.224
535.0,80.456
540.0,82.02
545.0,80.436
550.0,76.13
555.0,72.102
560.0,68.303
565.0,65.355
570.0,64.109
575.0,63.778
580.0,64.778
585.0,67.388
590.0,70.539
595.0,74.477
600.0,78.88
605.0,82.781
610.0,85.927
615.0,88.427
620.0,89.077
625.0,88.645
630.0,87.18
635.0,84.273
640.0,80.97
645.0,77.623
650.0,74.626
655.0,71.634
660.0,68.941
665.0,67.295
670.0,66.205
675.0,65.176
680.0,65.27
685.0,65.515
690.0,66.623
695.0,67.642
700.0,69.205
705.0,71.235
710.0,73.476
715.0,75.766
720.0,78.062
725.0,80.62
730.0,82.802
735.0,85.2
740.0,86.772
745.0,87.887
750.0,88.919
755.0,89.589
760.0,88.778
765.0,88.29
770.0,86.971
775.0,85.469
780.0,84.046
785.0,81.674
790.0,79.541
795.0,78.001
800.0,75.807
805.0,74.54
810.0,72.706
815.0,70.698
820.0,69.328
825.0,68.413
830.0,67.525
835.0,66.646
840.0,65.405
845.0,66.042
850.0,65.141
