$\lambda$ $(nm)$,$T$
300.0,-0.028
305.0,-0.022
310.0,-0.007
315.0,-0.01
320.0,0.023
325.0,0.06
330.0,0.1
335.0,0.137
340.0,0.178
345.0,0.239
350.0,0.274
355.0,0.375
360.0,0.425
365.0,0.575
370.0,0.754
375.0,1.027
380.0,1.5
385.0,2.331
390.0,3.827
395.0,6.634
400.0,11.37
405.0,18.844
410.0,26.728
415.0,33.534
420.0,38.967
425.0,45.052
430.0,52.973
435.0,63.264
440.0,73.969
445.0,80.832
450.0,81.49
455.0,76.547
460.0,70.439
465.0,66.013
470.0,63.187
475.0,62.686
480.0,64.099
485.0,67.159
490.0,71.799
495.0,77.422
500.0,83.241
505.0,87.43
510.0,90.135
515.0,90.104
520.0,87.414
525.0,83.905
530.0,79.586
535.0,75.598
540.0,71.84
545.0,68.942
550.0,66.828
555.0,65.826
560.0,65.474
565.0,65.892
570.0,67.267
575.0,69.074
580.0,71.123
585.0,74.246
590.0,77.182
595.0,80.636
600.0,83.709
605.0,86.382
610.0,88.345
615.0,90.119
620.0,90.689
625.0,90.427
630.0,89.662
635.0,88.022
640.0,85.917
645.0,83.703
650.0,80.866
655.0,78.259
660.0,75.623
665.0,73.502
670.0,72.045
675.0,69.966
680.0,69.085
685.0,67.533
690.0,67.214
695.0,66.745
700.0,66.221
705.0,66.491
710.0,66.771
715.0,67.094
720.0,67.739
725.0,68.994
730.0,69.949
735.0,71.647
740.0,72.615
745.0,73.622
750.0,75.742
755.0,77.425
760.0,78.976
765.0,80.497
770.0,82.085
775.0,83.4
780.0,85.302
785.0,86.029
790.0,87.285
795.0,88.096
800.0,88.35
805.0,89.434
810.0,89.298
815.0,88.724
820.0,87.845
825.0,88.75
830.0,87.282
835.0,87.029
840.0,85.809
845.0,84.164
850.0,83.846
