$\lambda$ $(nm)$,$T$
300.0,-0.025000000000000001
305.0,-0.033000000000000002
310.0,-0.025999999999999999
315.0,-0.019
320.0,-0.0040000000000000001
325.0,0.001
330.0,0.033000000000000002
335.0,0.063
340.0,0.092999999999999999
345.0,0.11799999999999999
350.0,0.16600000000000001
355.0,0.19600000000000001
360.0,0.25
365.0,0.316
370.0,0.38700000000000001
375.0,0.44500000000000001
380.0,0.57299999999999995
385.0,0.68000000000000005
390.0,0.871
395.0,1.1339999999999999
400.0,1.5860000000000001
405.0,2.3780000000000001
410.0,3.6070000000000002
415.0,5.5940000000000003
420.0,8.9039999999999999
425.0,13.891
430.0,20.396999999999998
435.0,28.539999999999999
440.0,38.210999999999999
445.0,47.816000000000003
450.0,54.722000000000001
455.0,57.603000000000002
460.0,57.420000000000002
465.0,57.164999999999999
470.0,57.512999999999998
475.0,59.543999999999997
480.0,63.124000000000002
485.0,68.036000000000001
490.0,73.885999999999996
495.0,79.215000000000003
500.0,83.617000000000004
505.0,85.670000000000002
510.0,85.414000000000001
515.0,83.236999999999995
520.0,79.531000000000006
525.0,75.637
530.0,71.918000000000006
535.0,68.599000000000004
540.0,66.459000000000003
545.0,65.236999999999995
550.0,64.858999999999995
555.0,65.432000000000002
560.0,66.622
565.0,68.659000000000006
570.0,70.983000000000004
575.0,73.703000000000003
580.0,76.310000000000002
585.0,79.641999999999996
590.0,82.498000000000005
595.0,85.138000000000005
600.0,87.207999999999998
605.0,88.019999999999996
610.0,88.356999999999999
615.0,87.864000000000004
620.0,86.406999999999996
625.0,84.825999999999993
630.0,83.100999999999999
635.0,80.492999999999995
640.0,77.963999999999999
645.0,75.793000000000006
650.0,73.436000000000007
655.0,71.400000000000006
660.0,69.605999999999995
665.0,68.328000000000003
670.0,67.254999999999995
675.0,66.308999999999997
680.0,66.116
685.0,65.668000000000006
690.0,66.263999999999996
695.0,66.037000000000006
700.0,66.451999999999998
705.0,67.542000000000002
710.0,68.551000000000002
715.0,69.435000000000002
720.0,71.119
725.0,72.494
730.0,73.878
735.0,75.787999999999997
740.0,77.132000000000005
745.0,78.433000000000007
750.0,80.364999999999995
755.0,81.948999999999998
760.0,83.338999999999999
765.0,84.923000000000002
770.0,86.230999999999995
775.0,86.635000000000005
780.0,87.884
785.0,87.670000000000002
790.0,87.283000000000001
795.0,87.977999999999994
800.0,87.286000000000001
805.0,87.329999999999998
810.0,86.650999999999996
815.0,85.497
820.0,84.212000000000003
825.0,83.962999999999994
830.0,82.319000000000003
835.0,80.807000000000002
840.0,79.986999999999995
845.0,78.790000000000006
850.0,77.742000000000004
