$\lambda$ $(nm)$,$T$
300.0,-0.035000000000000003
305.0,-0.029999999999999999
310.0,-0.024
315.0,0.0050000000000000001
320.0,0.0080000000000000002
325.0,0.047
330.0,0.067000000000000004
335.0,0.10299999999999999
340.0,0.161
345.0,0.20100000000000001
350.0,0.25900000000000001
355.0,0.30599999999999999
360.0,0.37
365.0,0.46100000000000002
370.0,0.55100000000000005
375.0,0.65000000000000002
380.0,0.76800000000000002
385.0,0.86899999999999999
390.0,1.0169999999999999
395.0,1.1599999999999999
400.0,1.3680000000000001
405.0,1.6240000000000001
410.0,1.9319999999999999
415.0,2.4199999999999999
420.0,3.1400000000000001
425.0,4.3339999999999996
430.0,6.0519999999999996
435.0,8.6679999999999993
440.0,12.571999999999999
445.0,18.192
450.0,25.734999999999999
455.0,34.244
460.0,41.892000000000003
465.0,47.801000000000002
470.0,50.741999999999997
475.0,52.030000000000001
480.0,53.073
485.0,54.598999999999997
490.0,56.984999999999999
495.0,60.585000000000001
500.0,65.119
505.0,70.262
510.0,75.778999999999996
515.0,80.991
520.0,85.063000000000002
525.0,87.697999999999993
530.0,88.546999999999997
535.0,87.960999999999999
540.0,85.801000000000002
545.0,82.959000000000003
550.0,79.619
555.0,76.668999999999997
560.0,73.855999999999995
565.0,71.257999999999996
570.0,68.986999999999995
575.0,67.066000000000003
580.0,65.694000000000003
585.0,65.555999999999997
590.0,65.367999999999995
595.0,65.656000000000006
600.0,66.376000000000005
605.0,67.194000000000003
610.0,68.715000000000003
615.0,70.263000000000005
620.0,72.177999999999997
625.0,74.414000000000001
630.0,76.673000000000002
635.0,78.906000000000006
640.0,81.048000000000002
645.0,83.382000000000005
650.0,85.284999999999997
655.0,87.171999999999997
660.0,88.284000000000006
665.0,89.090000000000003
670.0,89.552000000000007
675.0,89.465000000000003
680.0,89.890000000000001
685.0,89.138000000000005
690.0,88.891999999999996
695.0,87.039000000000001
700.0,85.709000000000003
705.0,84.796999999999997
710.0,82.832999999999998
715.0,81.040000000000006
720.0,79.462000000000003
725.0,78.219999999999999
730.0,76.402000000000001
735.0,75.170000000000002
740.0,73.495000000000005
745.0,71.991
750.0,71.200000000000003
755.0,69.899000000000001
760.0,68.986000000000004
765.0,68.325999999999993
770.0,67.674999999999997
775.0,67.087000000000003
780.0,66.5
785.0,66.052999999999997
790.0,65.492999999999995
795.0,65.820999999999998
800.0,65.537999999999997
805.0,65.843000000000004
810.0,66.147999999999996
815.0,65.876999999999995
820.0,66.379999999999995
825.0,66.950000000000003
830.0,67.308999999999997
835.0,67.867000000000004
840.0,68.533000000000001
845.0,69.153999999999996
850.0,69.528000000000006
