$\lambda$ $(nm)$,$T$
300.0,-0.038
305.0,-0.036
310.0,-0.04
315.0,-0.043
320.0,-0.026
325.0,-0.025
330.0,-0.031
335.0,-0.031
340.0,-0.025
345.0,-0.02
350.0,-0.02
355.0,-0.015
360.0,-0.014
365.0,0.01
370.0,0.013
375.0,0.015
380.0,0.038
385.0,0.041
390.0,0.067
395.0,0.098
400.0,0.106
405.0,0.146
410.0,0.174
415.0,0.214
420.0,0.28
425.0,0.358
430.0,0.468
435.0,0.636
440.0,0.921
445.0,1.464
450.0,2.423
455.0,4.012
460.0,6.781
465.0,11.029
470.0,16.247
475.0,22.65
480.0,28.861
485.0,34.498
490.0,40.41
495.0,47.301
500.0,55.944
505.0,64.548
510.0,72.039
515.0,76.044
520.0,76.044
525.0,73.364
530.0,69.558
535.0,66.043
540.0,63.637
545.0,62.759
550.0,63.341
555.0,65.495
560.0,68.765
565.0,72.893
570.0,77.524
575.0,82.284
580.0,85.597
585.0,88.629
590.0,89.186
595.0,88.458
600.0,86.458
605.0,83.436
610.0,79.828
615.0,76.259
620.0,72.591
625.0,70.025
630.0,68.388
635.0,66.496
640.0,65.587
645.0,65.462
650.0,65.959
655.0,66.738
660.0,68.062
665.0,69.403
670.0,71.633
675.0,73.829
680.0,76.866
685.0,79.285
690.0,82.337
695.0,84.418
700.0,86.198
705.0,87.878
710.0,89.063
715.0,89.101
720.0,89.151
725.0,88.685
730.0,87.345
735.0,85.912
740.0,83.785
745.0,81.508
750.0,79.913
755.0,77.748
760.0,75.529
765.0,73.771
770.0,72.06
775.0,70.557
780.0,69.322
785.0,67.822
790.0,66.835
795.0,66.336
800.0,65.48
805.0,65.669
810.0,65.466
815.0,65.341
820.0,65.613
825.0,66.174
830.0,66.471
835.0,67.202
840.0,68.399
845.0,69.719
850.0,69.67
