$\lambda$ $(nm)$,$T$
300.0,-0.029
305.0,-0.024
310.0,-0.038
315.0,-0.029
320.0,-0.024
325.0,-0.038
330.0,-0.023
335.0,-0.021
340.0,-0.02
345.0,-0.019
350.0,-0.012
355.0,0.009
360.0,0.002
365.0,0.028
370.0,0.042
375.0,0.06
380.0,0.065
385.0,0.1
390.0,0.128
395.0,0.154
400.0,0.188
405.0,0.231
410.0,0.268
415.0,0.319
420.0,0.38
425.0,0.454
430.0,0.524
435.0,0.588
440.0,0.706
445.0,0.849
450.0,1.079
455.0,1.43
460.0,2.049
465.0,3.103
470.0,4.754
475.0,7.644
480.0,11.966
485.0,17.369
490.0,23.421
495.0,29.174
500.0,34.622
505.0,39.996
510.0,46.5
515.0,54.117
520.0,62.049
525.0,69.013
530.0,74.55
535.0,77.14
540.0,76.511
545.0,74.202
550.0,70.709
555.0,67.635
560.0,65.203
565.0,62.951
570.0,62.103
575.0,62.046
580.0,62.682
585.0,64.545
590.0,66.767
595.0,69.64
600.0,72.865
605.0,76.154
610.0,79.371
615.0,82.373
620.0,85.089
625.0,86.652
630.0,87.885
635.0,87.589
640.0,86.559
645.0,85.212
650.0,83.175
655.0,80.925
660.0,78.174
665.0,75.549
670.0,73.132
675.0,70.878
680.0,69.427
685.0,67.673
690.0,66.594
695.0,65.375
700.0,64.449
705.0,64.553
710.0,64.261
715.0,64.305
720.0,64.709
725.0,65.654
730.0,66.609
735.0,67.473
740.0,68.676
745.0,69.645
750.0,71.7
755.0,73.105
760.0,74.888
765.0,76.626
770.0,78.42
775.0,79.634
780.0,81.289
785.0,82.519
790.0,83.795
795.0,85.249
800.0,85.725
805.0,86.53
810.0,87.347
815.0,86.816
820.0,87.275
825.0,87.036
830.0,86.265
835.0,85.743
840.0,85.747
845.0,84.567
850.0,82.334
