$\lambda$ $(nm)$,$T$
300.0,-0.02
305.0,-0.028
310.0,-0.009
315.0,0.012
320.0,0.047
325.0,0.063
330.0,0.103
335.0,0.142
340.0,0.199
345.0,0.246
350.0,0.338
355.0,0.387
360.0,0.489
365.0,0.58
370.0,0.708
375.0,0.823
380.0,0.986
385.0,1.154
390.0,1.456
395.0,1.845
400.0,2.449
405.0,3.452
410.0,4.945
415.0,7.276
420.0,10.923
425.0,15.953
430.0,21.433
435.0,27.276
440.0,34.584
445.0,43.212
450.0,53.502
455.0,63.683
460.0,70.999
465.0,74.372
470.0,73.073
475.0,69.525
480.0,65.75
485.0,62.946
490.0,61.209
495.0,60.873
500.0,61.695
505.0,63.414
510.0,66.321
515.0,70.142
520.0,74.427
525.0,78.544
530.0,82.64
535.0,85.688
540.0,88.062
545.0,88.771
550.0,88.157
555.0,86.56
560.0,84.214
565.0,81.267
570.0,78.165
575.0,74.968
580.0,71.908
585.0,70.254
590.0,68.278
595.0,66.784
600.0,65.654
605.0,65.001
610.0,64.688
615.0,65.004
620.0,65.265
625.0,66.367
630.0,67.594
635.0,69.038
640.0,70.533
645.0,72.51
650.0,74.628
655.0,76.858
660.0,78.624
665.0,80.433
670.0,82.587
675.0,84.147
680.0,86.124
685.0,87.294
690.0,89.036
695.0,88.947
700.0,89.061
705.0,89.205
710.0,88.771
715.0,88.156
720.0,87.273
725.0,86.341
730.0,85.092
735.0,83.754
740.0,81.912
745.0,79.914
750.0,79.164
755.0,77.401
760.0,75.807
765.0,74.409
770.0,72.948
775.0,71.882
780.0,70.961
785.0,69.869
790.0,68.395
795.0,68.024
800.0,67.39
805.0,66.614
810.0,66.459
815.0,65.49
820.0,65.474
825.0,65.655
830.0,65.46
835.0,65.74
840.0,65.634
845.0,65.464
850.0,65.002
