$\lambda$ $(nm)$,$T$
300.0,-0.048
305.0,-0.034
310.0,-0.03
315.0,-0.031
320.0,-0.028
325.0,-0.028
330.0,-0.031
335.0,-0.026
340.0,-0.015
345.0,-0.02
350.0,-0.01
355.0,-0.02
360.0,0.0
365.0,0.003
370.0,0.016
375.0,0.038
380.0,0.047
385.0,0.068
390.0,0.082
395.0,0.117
400.0,0.128
405.0,0.161
410.0,0.19
415.0,0.241
420.0,0.293
425.0,0.36
430.0,0.43
435.0,0.529
440.0,0.676
445.0,0.902
450.0,1.318
455.0,2.026
460.0,3.214
465.0,5.244
470.0,8.203
475.0,12.763
480.0,19.028
485.0,26.813
490.0,36.164
495.0,45.433
500.0,52.797
505.0,56.379
510.0,56.776
515.0,56.095
520.0,55.677
525.0,56.52
530.0,59.093
535.0,62.75
540.0,68.041
545.0,73.986
550.0,79.752
555.0,84.29
560.0,86.976
565.0,87.837
570.0,86.492
575.0,83.148
580.0,78.923
585.0,76.006
590.0,72.176
595.0,69.008
600.0,66.969
605.0,65.543
610.0,64.682
615.0,64.741
620.0,65.288
625.0,66.591
630.0,68.806
635.0,71.003
640.0,73.591
645.0,76.674
650.0,79.689
655.0,82.541
660.0,85.374
665.0,86.943
670.0,88.634
675.0,89.073
680.0,89.655
685.0,88.846
690.0,88.183
695.0,85.794
700.0,83.548
705.0,81.694
710.0,79.298
715.0,76.916
720.0,74.547
725.0,73.049
730.0,71.385
735.0,69.678
740.0,68.383
745.0,66.936
750.0,66.478
755.0,65.549
760.0,65.438
765.0,65.364
770.0,65.597
775.0,65.704
780.0,66.444
785.0,66.716
790.0,67.386
795.0,68.49
800.0,69.789
805.0,71.324
810.0,72.407
815.0,73.299
820.0,75.393
825.0,76.872
830.0,78.627
835.0,79.965
840.0,82.14
845.0,84.214
850.0,83.309
