$\lambda$ $(nm)$,$T$
300.0,-0.024
305.0,-0.018
310.0,0.003
315.0,0.043
320.0,0.073
325.0,0.101
330.0,0.154
335.0,0.214
340.0,0.286
345.0,0.349
350.0,0.447
355.0,0.566
360.0,0.666
365.0,0.849
370.0,1.096
375.0,1.469
380.0,2.111
385.0,3.212
390.0,5.176
395.0,8.395
400.0,13.213
405.0,19.702
410.0,26.679
415.0,36.582
420.0,49.4
425.0,62.0
430.0,68.202
435.0,67.673
440.0,64.428
445.0,61.116
450.0,59.815
455.0,61.06
460.0,64.24
465.0,69.834
470.0,76.037
475.0,82.532
480.0,87.371
485.0,89.507
490.0,89.047
495.0,85.903
500.0,81.395
505.0,76.472
510.0,72.181
515.0,68.972
520.0,66.489
525.0,65.095
530.0,64.94
535.0,65.66
540.0,66.875
545.0,69.099
550.0,72.298
555.0,75.419
560.0,78.619
565.0,82.142
570.0,85.687
575.0,88.248
580.0,89.489
585.0,90.866
590.0,90.702
595.0,89.399
600.0,87.665
605.0,85.341
610.0,82.745
615.0,79.935
620.0,76.981
625.0,74.766
630.0,72.863
635.0,70.831
640.0,69.268
645.0,68.271
650.0,67.195
655.0,66.785
660.0,66.332
665.0,66.314
670.0,66.622
675.0,67.127
680.0,68.374
685.0,69.344
690.0,70.893
695.0,72.152
700.0,73.789
705.0,75.675
710.0,77.428
715.0,78.853
720.0,80.989
725.0,82.909
730.0,84.465
735.0,86.049
740.0,87.162
745.0,87.575
750.0,88.989
755.0,89.554
760.0,89.51
765.0,90.026
770.0,89.555
775.0,89.0
780.0,88.731
785.0,86.844
790.0,85.691
795.0,84.978
800.0,83.719
805.0,82.232
810.0,81.022
815.0,79.572
820.0,77.929
825.0,76.774
830.0,75.208
835.0,74.146
840.0,73.678
845.0,73.358
850.0,72.129
