$\lambda$ $(nm)$,$T$
300.0,-0.036
305.0,-0.032
310.0,-0.028
315.0,-0.025
320.0,-0.023
325.0,-0.006
330.0,-0.003
335.0,0.005
340.0,0.03
345.0,0.045
350.0,0.073
355.0,0.091
360.0,0.116
365.0,0.175
370.0,0.2
375.0,0.243
380.0,0.289
385.0,0.367
390.0,0.413
395.0,0.512
400.0,0.604
405.0,0.724
410.0,0.885
415.0,1.092
420.0,1.407
425.0,1.943
430.0,2.755
435.0,4.085
440.0,6.216
445.0,9.375
450.0,14.281
455.0,20.212
460.0,26.104
465.0,31.805
470.0,36.691
475.0,42.175
480.0,49.05
485.0,56.74
490.0,64.97
495.0,72.55
500.0,78.083
505.0,79.618
510.0,78.416
515.0,75.181
520.0,71.335
525.0,68.055
530.0,65.19
535.0,63.643
540.0,62.726
545.0,63.082
550.0,64.287
555.0,66.437
560.0,69.071
565.0,72.314
570.0,76.357
575.0,80.107
580.0,82.909
585.0,86.164
590.0,88.002
595.0,89.253
600.0,89.216
605.0,88.137
610.0,86.353
615.0,84.166
620.0,81.331
625.0,78.799
630.0,76.3
635.0,73.642
640.0,71.687
645.0,69.786
650.0,68.193
655.0,66.941
660.0,65.837
665.0,65.312
670.0,65.126
675.0,65.18
680.0,65.928
685.0,66.342
690.0,67.642
695.0,68.545
700.0,69.535
705.0,71.56
710.0,73.171
715.0,74.734
720.0,76.397
725.0,78.562
730.0,80.44
735.0,82.515
740.0,83.706
745.0,84.906
750.0,86.572
755.0,87.586
760.0,88.198
765.0,89.081
770.0,89.125
775.0,89.026
780.0,88.838
785.0,87.912
790.0,87.287
795.0,86.065
800.0,85.015
805.0,84.478
810.0,82.916
815.0,81.555
820.0,80.092
825.0,78.707
830.0,77.926
835.0,75.746
840.0,74.907
845.0,73.527
850.0,71.877
