$\lambda$ $(nm)$,$T$
300.0,-0.035
305.0,-0.029
310.0,-0.039
315.0,-0.026
320.0,-0.028
325.0,-0.035
330.0,-0.034
335.0,-0.031
340.0,-0.031
345.0,-0.019
350.0,-0.012
355.0,-0.022
360.0,-0.01
365.0,-0.011
370.0,0.008
375.0,0.017
380.0,0.038
385.0,0.048
390.0,0.072
395.0,0.092
400.0,0.115
405.0,0.141
410.0,0.18
415.0,0.209
420.0,0.253
425.0,0.321
430.0,0.387
435.0,0.472
440.0,0.619
445.0,0.864
450.0,1.31
455.0,2.042
460.0,3.304
465.0,5.535
470.0,8.732
475.0,13.36
480.0,19.179
485.0,25.854
490.0,33.715
495.0,42.971
500.0,52.981
505.0,61.044
510.0,65.528
515.0,66.156
520.0,63.99
525.0,61.591
530.0,59.908
535.0,59.991
540.0,61.051
545.0,63.816
550.0,68.187
555.0,73.019
560.0,78.056
565.0,82.904
570.0,87.066
575.0,88.841
580.0,88.047
585.0,87.385
590.0,83.913
595.0,80.15
600.0,76.294
605.0,72.944
610.0,69.777
615.0,67.707
620.0,65.785
625.0,65.083
630.0,65.12
635.0,65.448
640.0,66.531
645.0,68.089
650.0,70.148
655.0,72.836
660.0,75.607
665.0,77.995
670.0,80.873
675.0,83.366
680.0,86.212
685.0,87.725
690.0,89.399
695.0,89.359
700.0,89.437
705.0,88.792
710.0,87.797
715.0,85.956
720.0,83.774
725.0,82.096
730.0,79.699
735.0,77.774
740.0,75.111
745.0,73.268
750.0,71.991
755.0,69.912
760.0,68.484
765.0,67.557
770.0,66.774
775.0,66.12
780.0,65.761
785.0,64.848
790.0,65.481
795.0,66.016
800.0,66.141
805.0,66.586
810.0,67.12
815.0,67.286
820.0,68.861
825.0,70.499
830.0,71.217
835.0,72.852
840.0,74.627
845.0,76.22
850.0,77.283
